"id","name","care_focus","median_wage","geo"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state35","Miscellaneous Health Praticioner (Non-doctor or nurse)","health","50000","state35"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state04","Miscellaneous Health Praticioner (Non-doctor or nurse)","health","42000","state04"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state49","Miscellaneous Health Praticioner (Non-doctor or nurse)","health","35000","state49"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state32","Miscellaneous Health Praticioner (Non-doctor or nurse)","health","50000","state32"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state53","Miscellaneous Health Praticioner (Non-doctor or nurse)","health","52000","state53"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state41","Miscellaneous Health Praticioner (Non-doctor or nurse)","health","55000","state41"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state06","Miscellaneous Health Praticioner (Non-doctor or nurse)","health","48226","state06"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state02","Miscellaneous Health Praticioner (Non-doctor or nurse)","health","45000","state02"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state15","Miscellaneous Health Praticioner (Non-doctor or nurse)","health","45000","state15"
"nurses-state23","Nurses","health","63000","state23"
"nurses-state33","Nurses","health","70000","state33"
"nurses-state50","Nurses","health","75000","state50"
"nurses-state25","Nurses","health","80000","state25"
"nurses-state44","Nurses","health","70000","state44"
"nurses-state09","Nurses","health","80000","state09"
"nurses-state36","Nurses","health","75000","state36"
"nurses-state34","Nurses","health","80000","state34"
"nurses-state42","Nurses","health","70000","state42"
"nurses-state39","Nurses","health","60000","state39"
"nurses-state18","Nurses","health","60000","state18"
"nurses-state17","Nurses","health","65000","state17"
"nurses-state26","Nurses","health","70000","state26"
"nurses-state55","Nurses","health","70000","state55"
"nurses-state27","Nurses","health","70000","state27"
"nurses-state19","Nurses","health","55915","state19"
"nurses-state29","Nurses","health","60000","state29"
"nurses-state38","Nurses","health","56000","state38"
"nurses-state46","Nurses","health","62600","state46"
"nurses-state31","Nurses","health","65000","state31"
"nurses-state20","Nurses","health","60000","state20"
"nurses-state10","Nurses","health","70000","state10"
"nurses-state24","Nurses","health","69000","state24"
"nurses-state11","Nurses","health","71000","state11"
"nurses-state51","Nurses","health","69000","state51"
"nurses-state54","Nurses","health","60000","state54"
"nurses-state37","Nurses","health","65000","state37"
"nurses-state45","Nurses","health","62400","state45"
"nurses-state13","Nurses","health","60000","state13"
"nurses-state12","Nurses","health","65000","state12"
"nurses-state21","Nurses","health","50000","state21"
"nurses-state47","Nurses","health","59000","state47"
"nurses-state01","Nurses","health","64000","state01"
"nurses-state28","Nurses","health","55000","state28"
"nurses-state05","Nurses","health","65000","state05"
"nurses-state22","Nurses","health","60002","state22"
"nurses-state40","Nurses","health","60000","state40"
"nurses-state48","Nurses","health","70000","state48"
"nurses-state30","Nurses","health","63000","state30"
"nurses-state16","Nurses","health","69000","state16"
"nurses-state56","Nurses","health","67000","state56"
"nurses-state08","Nurses","health","73000","state08"
"nurses-state35","Nurses","health","75000","state35"
"nurses-state04","Nurses","health","72000","state04"
"nurses-state49","Nurses","health","66000","state49"
"nurses-state32","Nurses","health","80000","state32"
"nurses-state53","Nurses","health","75000","state53"
"nurses-state41","Nurses","health","78000","state41"
"nurses-state06","Nurses","health","85000","state06"
"nurses-state02","Nurses","health","90000","state02"
"nurses-state15","Nurses","health","80000","state15"
"nursing-psychiatric-and-home-health-aides-state23","Nursing, Psychiatric, and Home Health Aides","health","31200","state23"
"nursing-psychiatric-and-home-health-aides-state33","Nursing, Psychiatric, and Home Health Aides","health","28100","state33"
"nursing-psychiatric-and-home-health-aides-state50","Nursing, Psychiatric, and Home Health Aides","health","30000","state50"
"nursing-psychiatric-and-home-health-aides-state25","Nursing, Psychiatric, and Home Health Aides","health","30000","state25"
"nursing-psychiatric-and-home-health-aides-state44","Nursing, Psychiatric, and Home Health Aides","health","26020","state44"
"nursing-psychiatric-and-home-health-aides-state09","Nursing, Psychiatric, and Home Health Aides","health","32000","state09"
"nursing-psychiatric-and-home-health-aides-state36","Nursing, Psychiatric, and Home Health Aides","health","31000","state36"
"nursing-psychiatric-and-home-health-aides-state34","Nursing, Psychiatric, and Home Health Aides","health","30000","state34"
"nursing-psychiatric-and-home-health-aides-state42","Nursing, Psychiatric, and Home Health Aides","health","29000","state42"
"nursing-psychiatric-and-home-health-aides-state39","Nursing, Psychiatric, and Home Health Aides","health","27000","state39"
"nursing-psychiatric-and-home-health-aides-state18","Nursing, Psychiatric, and Home Health Aides","health","30000","state18"
"nursing-psychiatric-and-home-health-aides-state17","Nursing, Psychiatric, and Home Health Aides","health","30000","state17"
"nursing-psychiatric-and-home-health-aides-state26","Nursing, Psychiatric, and Home Health Aides","health","30000","state26"
"nursing-psychiatric-and-home-health-aides-state55","Nursing, Psychiatric, and Home Health Aides","health","29000","state55"
"nursing-psychiatric-and-home-health-aides-state27","Nursing, Psychiatric, and Home Health Aides","health","30000","state27"
"nursing-psychiatric-and-home-health-aides-state19","Nursing, Psychiatric, and Home Health Aides","health","29000","state19"
"nursing-psychiatric-and-home-health-aides-state29","Nursing, Psychiatric, and Home Health Aides","health","27000","state29"
"nursing-psychiatric-and-home-health-aides-state38","Nursing, Psychiatric, and Home Health Aides","health","35000","state38"
"nursing-psychiatric-and-home-health-aides-state46","Nursing, Psychiatric, and Home Health Aides","health","25648","state46"
"nursing-psychiatric-and-home-health-aides-state31","Nursing, Psychiatric, and Home Health Aides","health","30000","state31"
"nursing-psychiatric-and-home-health-aides-state20","Nursing, Psychiatric, and Home Health Aides","health","32000","state20"
"nursing-psychiatric-and-home-health-aides-state10","Nursing, Psychiatric, and Home Health Aides","health","30000","state10"
"nursing-psychiatric-and-home-health-aides-state24","Nursing, Psychiatric, and Home Health Aides","health","36000","state24"
"nursing-psychiatric-and-home-health-aides-state11","Nursing, Psychiatric, and Home Health Aides","health","37000","state11"
"nursing-psychiatric-and-home-health-aides-state51","Nursing, Psychiatric, and Home Health Aides","health","32000","state51"
"nursing-psychiatric-and-home-health-aides-state54","Nursing, Psychiatric, and Home Health Aides","health","26187","state54"
"nursing-psychiatric-and-home-health-aides-state37","Nursing, Psychiatric, and Home Health Aides","health","29000","state37"
"nursing-psychiatric-and-home-health-aides-state45","Nursing, Psychiatric, and Home Health Aides","health","25000","state45"
"nursing-psychiatric-and-home-health-aides-state13","Nursing, Psychiatric, and Home Health Aides","health","30000","state13"
"nursing-psychiatric-and-home-health-aides-state12","Nursing, Psychiatric, and Home Health Aides","health","31000","state12"
"nursing-psychiatric-and-home-health-aides-state21","Nursing, Psychiatric, and Home Health Aides","health","32000","state21"
"nursing-psychiatric-and-home-health-aides-state47","Nursing, Psychiatric, and Home Health Aides","health","30000","state47"
"nursing-psychiatric-and-home-health-aides-state01","Nursing, Psychiatric, and Home Health Aides","health","30000","state01"
"nursing-psychiatric-and-home-health-aides-state28","Nursing, Psychiatric, and Home Health Aides","health","26000","state28"
"nursing-psychiatric-and-home-health-aides-state05","Nursing, Psychiatric, and Home Health Aides","health","27352","state05"
"nursing-psychiatric-and-home-health-aides-state22","Nursing, Psychiatric, and Home Health Aides","health","27000","state22"
"nursing-psychiatric-and-home-health-aides-state40","Nursing, Psychiatric, and Home Health Aides","health","28000","state40"
"nursing-psychiatric-and-home-health-aides-state48","Nursing, Psychiatric, and Home Health Aides","health","27000","state48"
"nursing-psychiatric-and-home-health-aides-state30","Nursing, Psychiatric, and Home Health Aides","health","28000","state30"
"nursing-psychiatric-and-home-health-aides-state16","Nursing, Psychiatric, and Home Health Aides","health","30000","state16"
"nursing-psychiatric-and-home-health-aides-state56","Nursing, Psychiatric, and Home Health Aides","health","27000","state56"
"nursing-psychiatric-and-home-health-aides-state08","Nursing, Psychiatric, and Home Health Aides","health","30000","state08"
"nursing-psychiatric-and-home-health-aides-state35","Nursing, Psychiatric, and Home Health Aides","health","28100","state35"
"nursing-psychiatric-and-home-health-aides-state04","Nursing, Psychiatric, and Home Health Aides","health","34000","state04"
"nursing-psychiatric-and-home-health-aides-state49","Nursing, Psychiatric, and Home Health Aides","health","27000","state49"
"nursing-psychiatric-and-home-health-aides-state32","Nursing, Psychiatric, and Home Health Aides","health","36000","state32"
"nursing-psychiatric-and-home-health-aides-state53","Nursing, Psychiatric, and Home Health Aides","health","35000","state53"
"nursing-psychiatric-and-home-health-aides-state41","Nursing, Psychiatric, and Home Health Aides","health","38000","state41"
"nursing-psychiatric-and-home-health-aides-state06","Nursing, Psychiatric, and Home Health Aides","health","30000","state06"
"nursing-psychiatric-and-home-health-aides-state02","Nursing, Psychiatric, and Home Health Aides","health","41500","state02"
"nursing-psychiatric-and-home-health-aides-state15","Nursing, Psychiatric, and Home Health Aides","health","36000","state15"
"personal-care-aides-state23","Personal Care Aides","daily_living","30000","state23"
"personal-care-aides-state33","Personal Care Aides","daily_living","32000","state33"
"personal-care-aides-state50","Personal Care Aides","daily_living","27000","state50"
"personal-care-aides-state25","Personal Care Aides","daily_living","28000","state25"
"personal-care-aides-state44","Personal Care Aides","daily_living","33000","state44"
"personal-care-aides-state09","Personal Care Aides","daily_living","30000","state09"
"personal-care-aides-state36","Personal Care Aides","daily_living","28000","state36"
"personal-care-aides-state34","Personal Care Aides","daily_living","36000","state34"
"personal-care-aides-state42","Personal Care Aides","daily_living","30000","state42"
"personal-care-aides-state39","Personal Care Aides","daily_living","27000","state39"
"personal-care-aides-state18","Personal Care Aides","daily_living","24000","state18"
"personal-care-aides-state17","Personal Care Aides","daily_living","25000","state17"
"personal-care-aides-state26","Personal Care Aides","daily_living","22000","state26"
"personal-care-aides-state55","Personal Care Aides","daily_living","24000","state55"
"personal-care-aides-state27","Personal Care Aides","daily_living","30000","state27"
"personal-care-aides-state19","Personal Care Aides","daily_living","21000","state19"
"personal-care-aides-state29","Personal Care Aides","daily_living","29500","state29"
"personal-care-aides-state38","Personal Care Aides","daily_living","30000","state38"
"personal-care-aides-state46","Personal Care Aides","daily_living","29210","state46"
"personal-care-aides-state31","Personal Care Aides","daily_living","25000","state31"
"personal-care-aides-state20","Personal Care Aides","daily_living","30000","state20"
"personal-care-aides-state10","Personal Care Aides","daily_living","24500","state10"
"personal-care-aides-state24","Personal Care Aides","daily_living","32000","state24"
"personal-care-aides-state11","Personal Care Aides","daily_living","25000","state11"
"personal-care-aides-state51","Personal Care Aides","daily_living","26000","state51"
"personal-care-aides-state54","Personal Care Aides","daily_living","25000","state54"
"personal-care-aides-state37","Personal Care Aides","daily_living","22000","state37"
"personal-care-aides-state45","Personal Care Aides","daily_living","18000","state45"
"personal-care-aides-state13","Personal Care Aides","daily_living","24000","state13"
"personal-care-aides-state12","Personal Care Aides","daily_living","25000","state12"
"personal-care-aides-state21","Personal Care Aides","daily_living","30000","state21"
"personal-care-aides-state47","Personal Care Aides","daily_living","25000","state47"
"personal-care-aides-state01","Personal Care Aides","daily_living","24000","state01"
"personal-care-aides-state28","Personal Care Aides","daily_living","21000","state28"
"personal-care-aides-state05","Personal Care Aides","daily_living","25000","state05"
"personal-care-aides-state22","Personal Care Aides","daily_living","18500","state22"
"personal-care-aides-state40","Personal Care Aides","daily_living","24960","state40"
"personal-care-aides-state48","Personal Care Aides","daily_living","20000","state48"
"personal-care-aides-state30","Personal Care Aides","daily_living","25500","state30"
"personal-care-aides-state16","Personal Care Aides","daily_living","23000","state16"
"personal-care-aides-state56","Personal Care Aides","daily_living","29000","state56"
"personal-care-aides-state08","Personal Care Aides","daily_living","24000","state08"
"personal-care-aides-state35","Personal Care Aides","daily_living","19200","state35"
"personal-care-aides-state04","Personal Care Aides","daily_living","24000","state04"
"personal-care-aides-state49","Personal Care Aides","daily_living","25000","state49"
"personal-care-aides-state32","Personal Care Aides","daily_living","22882","state32"
"personal-care-aides-state53","Personal Care Aides","daily_living","27000","state53"
"personal-care-aides-state41","Personal Care Aides","daily_living","22000","state41"
"personal-care-aides-state06","Personal Care Aides","daily_living","26000","state06"
"personal-care-aides-state02","Personal Care Aides","daily_living","22000","state02"
"personal-care-aides-state15","Personal Care Aides","daily_living","28800","state15"
"physicians-and-surgeons-state23","Physicians and Surgeons","health","241000","state23"
"physicians-and-surgeons-state33","Physicians and Surgeons","health","245000","state33"
"physicians-and-surgeons-state50","Physicians and Surgeons","health","200000","state50"
"physicians-and-surgeons-state25","Physicians and Surgeons","health","170848","state25"
"physicians-and-surgeons-state44","Physicians and Surgeons","health","200000","state44"
"physicians-and-surgeons-state09","Physicians and Surgeons","health","152000","state09"
"physicians-and-surgeons-state36","Physicians and Surgeons","health","175000","state36"
"physicians-and-surgeons-state34","Physicians and Surgeons","health","220000","state34"
"physicians-and-surgeons-state42","Physicians and Surgeons","health","210000","state42"
"physicians-and-surgeons-state39","Physicians and Surgeons","health","220000","state39"
"physicians-and-surgeons-state18","Physicians and Surgeons","health","250000","state18"
"physicians-and-surgeons-state17","Physicians and Surgeons","health","240000","state17"
"physicians-and-surgeons-state26","Physicians and Surgeons","health","100000","state26"
"physicians-and-surgeons-state55","Physicians and Surgeons","health","175000","state55"
"physicians-and-surgeons-state27","Physicians and Surgeons","health","200000","state27"
"physicians-and-surgeons-state19","Physicians and Surgeons","health","239000","state19"
"physicians-and-surgeons-state29","Physicians and Surgeons","health","185000","state29"
"physicians-and-surgeons-state38","Physicians and Surgeons","health","200000","state38"
"physicians-and-surgeons-state46","Physicians and Surgeons","health","300000","state46"
"physicians-and-surgeons-state31","Physicians and Surgeons","health","210000","state31"
"physicians-and-surgeons-state20","Physicians and Surgeons","health","256000","state20"
"physicians-and-surgeons-state10","Physicians and Surgeons","health","170000","state10"
"physicians-and-surgeons-state24","Physicians and Surgeons","health","300000","state24"
"physicians-and-surgeons-state11","Physicians and Surgeons","health","140000","state11"
"physicians-and-surgeons-state51","Physicians and Surgeons","health","200000","state51"
"physicians-and-surgeons-state54","Physicians and Surgeons","health","200000","state54"
"physicians-and-surgeons-state37","Physicians and Surgeons","health","200000","state37"
"physicians-and-surgeons-state45","Physicians and Surgeons","health","230000","state45"
"physicians-and-surgeons-state13","Physicians and Surgeons","health","150000","state13"
"physicians-and-surgeons-state12","Physicians and Surgeons","health","200000","state12"
"physicians-and-surgeons-state47","Physicians and Surgeons","health","100000","state47"
"physicians-and-surgeons-state01","Physicians and Surgeons","health","280000","state01"
"physicians-and-surgeons-state28","Physicians and Surgeons","health","250000","state28"
"physicians-and-surgeons-state05","Physicians and Surgeons","health","200000","state05"
"physicians-and-surgeons-state22","Physicians and Surgeons","health","225000","state22"
"physicians-and-surgeons-state40","Physicians and Surgeons","health","250000","state40"
"physicians-and-surgeons-state48","Physicians and Surgeons","health","200000","state48"
"physicians-and-surgeons-state30","Physicians and Surgeons","health","220000","state30"
"physicians-and-surgeons-state16","Physicians and Surgeons","health","238000","state16"
"physicians-and-surgeons-state56","Physicians and Surgeons","health","200000","state56"
"physicians-and-surgeons-state08","Physicians and Surgeons","health","185000","state08"
"physicians-and-surgeons-state35","Physicians and Surgeons","health","96000","state35"
"physicians-and-surgeons-state04","Physicians and Surgeons","health","200002","state04"
"physicians-and-surgeons-state49","Physicians and Surgeons","health","250000","state49"
"physicians-and-surgeons-state32","Physicians and Surgeons","health","270000","state32"
"physicians-and-surgeons-state53","Physicians and Surgeons","health","220000","state53"
"physicians-and-surgeons-state41","Physicians and Surgeons","health","160000","state41"
"physicians-and-surgeons-state06","Physicians and Surgeons","health","200000","state06"
"physicians-and-surgeons-state02","Physicians and Surgeons","health","250000","state02"
"physicians-and-surgeons-state15","Physicians and Surgeons","health","175000","state15"
"physicians-and-surgeons-state21","Physicians and Surgeons","health","200000","state21"
"postsecondary-teachers-state23","Postsecondary Teachers","developmental","74000","state23"
"postsecondary-teachers-state33","Postsecondary Teachers","developmental","91040","state33"
"postsecondary-teachers-state50","Postsecondary Teachers","developmental","76000","state50"
"postsecondary-teachers-state25","Postsecondary Teachers","developmental","85000","state25"
"postsecondary-teachers-state44","Postsecondary Teachers","developmental","82000","state44"
"postsecondary-teachers-state09","Postsecondary Teachers","developmental","54000","state09"
"postsecondary-teachers-state36","Postsecondary Teachers","developmental","80000","state36"
"postsecondary-teachers-state34","Postsecondary Teachers","developmental","100000","state34"
"postsecondary-teachers-state42","Postsecondary Teachers","developmental","80000","state42"
"postsecondary-teachers-state39","Postsecondary Teachers","developmental","60000","state39"
"postsecondary-teachers-state18","Postsecondary Teachers","developmental","65000","state18"
"postsecondary-teachers-state17","Postsecondary Teachers","developmental","82000","state17"
"postsecondary-teachers-state26","Postsecondary Teachers","developmental","71000","state26"
"postsecondary-teachers-state55","Postsecondary Teachers","developmental","79000","state55"
"postsecondary-teachers-state27","Postsecondary Teachers","developmental","83000","state27"
"postsecondary-teachers-state19","Postsecondary Teachers","developmental","60000","state19"
"postsecondary-teachers-state29","Postsecondary Teachers","developmental","54500","state29"
"postsecondary-teachers-state38","Postsecondary Teachers","developmental","70408.3599999999","state38"
"postsecondary-teachers-state46","Postsecondary Teachers","developmental","30829","state46"
"postsecondary-teachers-state31","Postsecondary Teachers","developmental","82000","state31"
"postsecondary-teachers-state20","Postsecondary Teachers","developmental","85000","state20"
"postsecondary-teachers-state10","Postsecondary Teachers","developmental","90000","state10"
"postsecondary-teachers-state24","Postsecondary Teachers","developmental","100000","state24"
"postsecondary-teachers-state11","Postsecondary Teachers","developmental","90000","state11"
"postsecondary-teachers-state51","Postsecondary Teachers","developmental","67512","state51"
"postsecondary-teachers-state54","Postsecondary Teachers","developmental","64000","state54"
"postsecondary-teachers-state37","Postsecondary Teachers","developmental","70000","state37"
"postsecondary-teachers-state45","Postsecondary Teachers","developmental","60000","state45"
"postsecondary-teachers-state13","Postsecondary Teachers","developmental","74000","state13"
"postsecondary-teachers-state12","Postsecondary Teachers","developmental","62000","state12"
"postsecondary-teachers-state21","Postsecondary Teachers","developmental","70000","state21"
"postsecondary-teachers-state47","Postsecondary Teachers","developmental","70000","state47"
"postsecondary-teachers-state01","Postsecondary Teachers","developmental","85000","state01"
"postsecondary-teachers-state28","Postsecondary Teachers","developmental","54000","state28"
"postsecondary-teachers-state05","Postsecondary Teachers","developmental","52225","state05"
"postsecondary-teachers-state22","Postsecondary Teachers","developmental","75000","state22"
"postsecondary-teachers-state40","Postsecondary Teachers","developmental","57000","state40"
"postsecondary-teachers-state48","Postsecondary Teachers","developmental","75000","state48"
"postsecondary-teachers-state30","Postsecondary Teachers","developmental","60450","state30"
"postsecondary-teachers-state16","Postsecondary Teachers","developmental","70000","state16"
"postsecondary-teachers-state56","Postsecondary Teachers","developmental","60000","state56"
"postsecondary-teachers-state08","Postsecondary Teachers","developmental","72000","state08"
"postsecondary-teachers-state35","Postsecondary Teachers","developmental","61000","state35"
"postsecondary-teachers-state04","Postsecondary Teachers","developmental","78000","state04"
"postsecondary-teachers-state49","Postsecondary Teachers","developmental","61000","state49"
"postsecondary-teachers-state32","Postsecondary Teachers","developmental","76000","state32"
"postsecondary-teachers-state53","Postsecondary Teachers","developmental","90000","state53"
"postsecondary-teachers-state41","Postsecondary Teachers","developmental","85000","state41"
"postsecondary-teachers-state06","Postsecondary Teachers","developmental","70000","state06"
"postsecondary-teachers-state02","Postsecondary Teachers","developmental","95000","state02"
"postsecondary-teachers-state15","Postsecondary Teachers","developmental","68000","state15"
"preschool-and-kindergarten-teachers-state23","Preschool and Kindergarten Teachers","developmental","40820","state23"
"preschool-and-kindergarten-teachers-state33","Preschool and Kindergarten Teachers","developmental","35000","state33"
"preschool-and-kindergarten-teachers-state50","Preschool and Kindergarten Teachers","developmental","45000","state50"
"preschool-and-kindergarten-teachers-state25","Preschool and Kindergarten Teachers","developmental","38000","state25"
"preschool-and-kindergarten-teachers-state44","Preschool and Kindergarten Teachers","developmental","40820","state44"
"preschool-and-kindergarten-teachers-state09","Preschool and Kindergarten Teachers","developmental","45000","state09"
"preschool-and-kindergarten-teachers-state36","Preschool and Kindergarten Teachers","developmental","49700","state36"
"preschool-and-kindergarten-teachers-state34","Preschool and Kindergarten Teachers","developmental","38000","state34"
"preschool-and-kindergarten-teachers-state42","Preschool and Kindergarten Teachers","developmental","25000","state42"
"preschool-and-kindergarten-teachers-state39","Preschool and Kindergarten Teachers","developmental","25000","state39"
"preschool-and-kindergarten-teachers-state18","Preschool and Kindergarten Teachers","developmental","25000","state18"
"preschool-and-kindergarten-teachers-state17","Preschool and Kindergarten Teachers","developmental","30000","state17"
"preschool-and-kindergarten-teachers-state26","Preschool and Kindergarten Teachers","developmental","35000","state26"
"preschool-and-kindergarten-teachers-state55","Preschool and Kindergarten Teachers","developmental","27502","state55"
"preschool-and-kindergarten-teachers-state27","Preschool and Kindergarten Teachers","developmental","33684","state27"
"preschool-and-kindergarten-teachers-state19","Preschool and Kindergarten Teachers","developmental","30000","state19"
"preschool-and-kindergarten-teachers-state29","Preschool and Kindergarten Teachers","developmental","26000","state29"
"preschool-and-kindergarten-teachers-state38","Preschool and Kindergarten Teachers","developmental","35000","state38"
"preschool-and-kindergarten-teachers-state46","Preschool and Kindergarten Teachers","developmental","40000","state46"
"preschool-and-kindergarten-teachers-state31","Preschool and Kindergarten Teachers","developmental","29000","state31"
"preschool-and-kindergarten-teachers-state20","Preschool and Kindergarten Teachers","developmental","31000","state20"
"preschool-and-kindergarten-teachers-state10","Preschool and Kindergarten Teachers","developmental","31000","state10"
"preschool-and-kindergarten-teachers-state24","Preschool and Kindergarten Teachers","developmental","27000","state24"
"preschool-and-kindergarten-teachers-state11","Preschool and Kindergarten Teachers","developmental","35000","state11"
"preschool-and-kindergarten-teachers-state51","Preschool and Kindergarten Teachers","developmental","34000","state51"
"preschool-and-kindergarten-teachers-state54","Preschool and Kindergarten Teachers","developmental","27000","state54"
"preschool-and-kindergarten-teachers-state37","Preschool and Kindergarten Teachers","developmental","27664","state37"
"preschool-and-kindergarten-teachers-state45","Preschool and Kindergarten Teachers","developmental","30000","state45"
"preschool-and-kindergarten-teachers-state13","Preschool and Kindergarten Teachers","developmental","20000","state13"
"preschool-and-kindergarten-teachers-state12","Preschool and Kindergarten Teachers","developmental","26000","state12"
"preschool-and-kindergarten-teachers-state21","Preschool and Kindergarten Teachers","developmental","28000","state21"
"preschool-and-kindergarten-teachers-state47","Preschool and Kindergarten Teachers","developmental","30000","state47"
"preschool-and-kindergarten-teachers-state01","Preschool and Kindergarten Teachers","developmental","30000","state01"
"preschool-and-kindergarten-teachers-state28","Preschool and Kindergarten Teachers","developmental","27000","state28"
"preschool-and-kindergarten-teachers-state05","Preschool and Kindergarten Teachers","developmental","34000","state05"
"preschool-and-kindergarten-teachers-state22","Preschool and Kindergarten Teachers","developmental","27000","state22"
"preschool-and-kindergarten-teachers-state40","Preschool and Kindergarten Teachers","developmental","28000","state40"
"preschool-and-kindergarten-teachers-state48","Preschool and Kindergarten Teachers","developmental","25000","state48"
"preschool-and-kindergarten-teachers-state30","Preschool and Kindergarten Teachers","developmental","20000","state30"
"preschool-and-kindergarten-teachers-state16","Preschool and Kindergarten Teachers","developmental","23000","state16"
"preschool-and-kindergarten-teachers-state56","Preschool and Kindergarten Teachers","developmental","30000","state56"
"preschool-and-kindergarten-teachers-state08","Preschool and Kindergarten Teachers","developmental","30000","state08"
"preschool-and-kindergarten-teachers-state35","Preschool and Kindergarten Teachers","developmental","37255","state35"
"preschool-and-kindergarten-teachers-state04","Preschool and Kindergarten Teachers","developmental","22000","state04"
"preschool-and-kindergarten-teachers-state49","Preschool and Kindergarten Teachers","developmental","30000","state49"
"preschool-and-kindergarten-teachers-state32","Preschool and Kindergarten Teachers","developmental","72000","state32"
"preschool-and-kindergarten-teachers-state53","Preschool and Kindergarten Teachers","developmental","26000","state53"
"preschool-and-kindergarten-teachers-state41","Preschool and Kindergarten Teachers","developmental","40000","state41"
"preschool-and-kindergarten-teachers-state06","Preschool and Kindergarten Teachers","developmental","37000","state06"
"preschool-and-kindergarten-teachers-state02","Preschool and Kindergarten Teachers","developmental","46000","state02"
"preschool-and-kindergarten-teachers-state15","Preschool and Kindergarten Teachers","developmental","25000","state15"
"secondary-school-teachers-state23","Secondary School Teachers","developmental","69400","state23"
"secondary-school-teachers-state33","Secondary School Teachers","developmental","63000","state33"
"secondary-school-teachers-state50","Secondary School Teachers","developmental","60000","state50"
"secondary-school-teachers-state25","Secondary School Teachers","developmental","75000","state25"
"secondary-school-teachers-state44","Secondary School Teachers","developmental","72000","state44"
"secondary-school-teachers-state09","Secondary School Teachers","developmental","72000","state09"
"secondary-school-teachers-state36","Secondary School Teachers","developmental","80000","state36"
"secondary-school-teachers-state34","Secondary School Teachers","developmental","69000","state34"
"secondary-school-teachers-state42","Secondary School Teachers","developmental","65000","state42"
"secondary-school-teachers-state39","Secondary School Teachers","developmental","60000","state39"
"secondary-school-teachers-state18","Secondary School Teachers","developmental","50000","state18"
"secondary-school-teachers-state17","Secondary School Teachers","developmental","63000","state17"
"secondary-school-teachers-state26","Secondary School Teachers","developmental","60000","state26"
"secondary-school-teachers-state55","Secondary School Teachers","developmental","54000","state55"
"secondary-school-teachers-state27","Secondary School Teachers","developmental","70000","state27"
"secondary-school-teachers-state19","Secondary School Teachers","developmental","48000","state19"
"secondary-school-teachers-state29","Secondary School Teachers","developmental","50000","state29"
"secondary-school-teachers-state38","Secondary School Teachers","developmental","56000","state38"
"secondary-school-teachers-state46","Secondary School Teachers","developmental","55000","state46"
"secondary-school-teachers-state31","Secondary School Teachers","developmental","54000","state31"
"secondary-school-teachers-state20","Secondary School Teachers","developmental","53000","state20"
"secondary-school-teachers-state10","Secondary School Teachers","developmental","58000","state10"
"secondary-school-teachers-state24","Secondary School Teachers","developmental","60000","state24"
"secondary-school-teachers-state11","Secondary School Teachers","developmental","60000","state11"
"secondary-school-teachers-state51","Secondary School Teachers","developmental","65000","state51"
"secondary-school-teachers-state54","Secondary School Teachers","developmental","50000","state54"
"secondary-school-teachers-state37","Secondary School Teachers","developmental","50000","state37"
"secondary-school-teachers-state45","Secondary School Teachers","developmental","55000","state45"
"secondary-school-teachers-state13","Secondary School Teachers","developmental","58000","state13"
"secondary-school-teachers-state12","Secondary School Teachers","developmental","50000","state12"
"secondary-school-teachers-state21","Secondary School Teachers","developmental","46000","state21"
"secondary-school-teachers-state47","Secondary School Teachers","developmental","54000","state47"
"secondary-school-teachers-state01","Secondary School Teachers","developmental","50500","state01"
"secondary-school-teachers-state28","Secondary School Teachers","developmental","45000","state28"
"secondary-school-teachers-state05","Secondary School Teachers","developmental","52000","state05"
"secondary-school-teachers-state22","Secondary School Teachers","developmental","50000","state22"
"secondary-school-teachers-state40","Secondary School Teachers","developmental","43000","state40"
"secondary-school-teachers-state48","Secondary School Teachers","developmental","58000","state48"
"secondary-school-teachers-state30","Secondary School Teachers","developmental","58000","state30"
"secondary-school-teachers-state16","Secondary School Teachers","developmental","52000","state16"
"secondary-school-teachers-state56","Secondary School Teachers","developmental","62500","state56"
"secondary-school-teachers-state08","Secondary School Teachers","developmental","42000","state08"
"secondary-school-teachers-state35","Secondary School Teachers","developmental","46000","state35"
"secondary-school-teachers-state04","Secondary School Teachers","developmental","68000","state04"
"secondary-school-teachers-state49","Secondary School Teachers","developmental","58000","state49"
"secondary-school-teachers-state32","Secondary School Teachers","developmental","57000","state32"
"secondary-school-teachers-state53","Secondary School Teachers","developmental","61500","state53"
"secondary-school-teachers-state41","Secondary School Teachers","developmental","59000","state41"
"secondary-school-teachers-state06","Secondary School Teachers","developmental","75000","state06"
"secondary-school-teachers-state02","Secondary School Teachers","developmental","59000","state02"
"secondary-school-teachers-state15","Secondary School Teachers","developmental","61630","state15"
"social-workers-state23","Social Workers","health","46000","state23"
"social-workers-state33","Social Workers","health","44000","state33"
