"id","name","care_focus","median_wage","geo_level"
"physical-care-for-adults","Physical care for adults","health","30000","state11"
"physical-care-for-adults","Physical care for adults","health","20000","state30"
"physical-care-for-children","Physical Care for Children","developmental","12000","state50"
"physical-care-for-children","Physical Care for Children","developmental","25000","state48"
"physical-care-for-children","Physical Care for Children","developmental","19200","state49"
"physical-care-for-children","Physical Care for Children","developmental","7020","state26"
"physical-care-for-children","Physical Care for Children","developmental","26000","state36"
"physical-care-for-children","Physical Care for Children","developmental","25000","state06"
"physical-care-for-children","Physical Care for Children","developmental","14000","state19"
"physical-care-for-children","Physical Care for Children","developmental","37200","state13"
"physical-care-for-children","Physical Care for Children","developmental","28000","state31"
"physical-care-for-children","Physical Care for Children","developmental","25000","state47"
"physical-care-for-children","Physical Care for Children","developmental","20000","state17"
"physical-care-for-children","Physical Care for Children","developmental","14000","state27"
"physical-care-for-children","Physical Care for Children","developmental","18000","state34"
"physical-care-for-children","Physical Care for Children","developmental","NULL","state40"
"physical-care-for-children","Physical Care for Children","developmental","117000","state21"
"physical-care-for-children","Physical Care for Children","developmental","35000","state38"
"physical-care-for-children","Physical Care for Children","developmental","24000","state12"
"physical-care-for-children","Physical Care for Children","developmental","26000","state25"
"physical-care-for-children","Physical Care for Children","developmental","NULL","state29"
"physical-care-for-children","Physical Care for Children","developmental","13800","state18"
"physical-care-for-children","Physical Care for Children","developmental","30000","state42"
"physical-care-for-children","Physical Care for Children","developmental","5000","state55"
"physical-care-for-children","Physical Care for Children","developmental","25000","state09"
"physical-care-for-children","Physical Care for Children","developmental","16000","state39"
"physical-care-for-children","Physical Care for Children","developmental","20000","state28"
"physical-care-for-children","Physical Care for Children","developmental","16000","state08"
"physical-care-for-children","Physical Care for Children","developmental","15000","state46"
"physical-care-for-children","Physical Care for Children","developmental","25000","state53"
"physical-care-for-children","Physical Care for Children","developmental","11000","state22"
"physical-care-for-children","Physical Care for Children","developmental","22000","state16"
"physical-care-for-children","Physical Care for Children","developmental","12000","state05"
"physical-care-for-children","Physical Care for Children","developmental","18000","state33"
"physical-care-for-children","Physical Care for Children","developmental","27000","state45"
"physical-care-for-children","Physical Care for Children","developmental","26000","state37"
"physical-care-for-children","Physical Care for Children","developmental","10000","state20"
"physical-care-for-children","Physical Care for Children","developmental","25000","state24"
"physical-care-for-children","Physical Care for Children","developmental","50002","state02"
"physical-care-for-children","Physical Care for Children","developmental","6000","state04"
"physical-care-for-children","Physical Care for Children","developmental","32000","state51"
"physical-care-for-children","Physical Care for Children","developmental","12000","state41"
"physical-care-for-children","Physical Care for Children","developmental","15000","state15"
"physical-care-for-children","Physical Care for Children","developmental","10800","state10"
"physical-care-for-children","Physical Care for Children","developmental","15000","state32"
"physical-care-for-children","Physical Care for Children","developmental","78000","state44"
"physical-care-for-children","Physical Care for Children","developmental","17000","state23"
"physical-care-for-children","Physical Care for Children","developmental","23700","state01"
"physical-care-for-children","Physical Care for Children","developmental","23000","state54"
"physical-care-for-children","Physical Care for Children","developmental","23145","state35"
"physical-care-for-children","Physical Care for Children","developmental","20000","state30"
"physical-care-for-children","Physical Care for Children","developmental","38000","state56"
"physical-care-for-children","Physical Care for Children","developmental","NULL","state11"
"picking-up-dropping-off-adults","Picking up/dropping off adults","daily_living","37000","state25"
"picking-up-dropping-off-adults","Picking up/dropping off adults","daily_living","27000","state21"
"picking-up-dropping-off-adults","Picking up/dropping off adults","daily_living","27000","state36"
"picking-up-dropping-off-adults","Picking up/dropping off adults","daily_living","27500","state38"
"picking-up-dropping-off-adults","Picking up/dropping off adults","daily_living","38928","state40"
"picking-up-dropping-off-adults","Picking up/dropping off adults","daily_living","30000","state29"
"picking-up-dropping-off-adults","Picking up/dropping off adults","daily_living","25000","state42"
"picking-up-dropping-off-adults","Picking up/dropping off adults","daily_living","22000","state37"
"picking-up-dropping-off-adults","Picking up/dropping off adults","daily_living","40000","state55"
"picking-up-dropping-off-adults","Picking up/dropping off adults","daily_living","18000","state48"
"picking-up-dropping-off-adults","Picking up/dropping off adults","daily_living","40000","state34"
"picking-up-dropping-off-adults","Picking up/dropping off adults","daily_living","22000","state51"
"picking-up-dropping-off-adults","Picking up/dropping off adults","daily_living","29000","state06"
"picking-up-dropping-off-adults","Picking up/dropping off adults","daily_living","30000","state24"
"picking-up-dropping-off-adults","Picking up/dropping off adults","daily_living","26000","state18"
"picking-up-dropping-off-adults","Picking up/dropping off adults","daily_living","23000","state13"
"picking-up-dropping-off-adults","Picking up/dropping off adults","daily_living","25000","state41"
"picking-up-dropping-off-adults","Picking up/dropping off adults","daily_living","35000","state39"
"picking-up-dropping-off-adults","Picking up/dropping off adults","daily_living","29000","state05"
"picking-up-dropping-off-adults","Picking up/dropping off adults","daily_living","26000","state04"
"picking-up-dropping-off-adults","Picking up/dropping off adults","daily_living","32002","state28"
"picking-up-dropping-off-adults","Picking up/dropping off adults","daily_living","30000","state12"
"picking-up-dropping-off-adults","Picking up/dropping off adults","daily_living","33000","state31"
"picking-up-dropping-off-adults","Picking up/dropping off adults","daily_living","42000","state09"
"picking-up-dropping-off-adults","Picking up/dropping off adults","daily_living","40000","state15"
"picking-up-dropping-off-adults","Picking up/dropping off adults","daily_living","35000","state20"
"picking-up-dropping-off-adults","Picking up/dropping off adults","daily_living","8000","state08"
"picking-up-dropping-off-adults","Picking up/dropping off adults","daily_living","25000","state16"
"picking-up-dropping-off-adults","Picking up/dropping off adults","daily_living","25000","state17"
"picking-up-dropping-off-adults","Picking up/dropping off adults","daily_living","6804","state23"
"picking-up-dropping-off-adults","Picking up/dropping off adults","daily_living","33500","state27"
"picking-up-dropping-off-adults","Picking up/dropping off adults","daily_living","30000","state26"
"picking-up-dropping-off-adults","Picking up/dropping off adults","daily_living","25000","state19"
"picking-up-dropping-off-adults","Picking up/dropping off adults","daily_living","24000","state30"
"picking-up-dropping-off-adults","Picking up/dropping off adults","daily_living","35000","state53"
"picking-up-dropping-off-adults","Picking up/dropping off adults","daily_living","40000","state01"
"picking-up-dropping-off-adults","Picking up/dropping off adults","daily_living","29000","state32"
"picking-up-dropping-off-adults","Picking up/dropping off adults","daily_living","15000","state47"
"picking-up-dropping-off-adults","Picking up/dropping off adults","daily_living","24180","state44"
"picking-up-dropping-off-adults","Picking up/dropping off adults","daily_living","45000","state54"
"picking-up-dropping-off-adults","Picking up/dropping off adults","daily_living","49000","state45"
"picking-up-dropping-off-adults","Picking up/dropping off adults","daily_living","37000","state10"
"picking-up-dropping-off-adults","Picking up/dropping off adults","daily_living","29000","state49"
"picking-up-dropping-off-adults","Picking up/dropping off adults","daily_living","29000","state22"
"picking-up-dropping-off-adults","Picking up/dropping off adults","daily_living","40000","state33"
"picking-up-dropping-off-adults","Picking up/dropping off adults","daily_living","17000","state50"
"picking-up-dropping-off-adults","Picking up/dropping off adults","daily_living","12000","state11"
"picking-up-dropping-off-adults","Picking up/dropping off adults","daily_living","40000","state02"
"picking-up-dropping-off-adults","Picking up/dropping off adults","daily_living","27000","state56"
"picking-up-dropping-off-adults","Picking up/dropping off adults","daily_living","40000","state46"
"picking-up-dropping-off-adults","Picking up/dropping off adults","daily_living","22000","state35"
"picking-up-dropping-off-children","Picking up/dropping off children","developmental","26000","state36"
"picking-up-dropping-off-children","Picking up/dropping off children","developmental","14000","state19"
"picking-up-dropping-off-children","Picking up/dropping off children","developmental","37200","state13"
"picking-up-dropping-off-children","Picking up/dropping off children","developmental","25000","state47"
"picking-up-dropping-off-children","Picking up/dropping off children","developmental","25000","state06"
"picking-up-dropping-off-children","Picking up/dropping off children","developmental","38000","state56"
"picking-up-dropping-off-children","Picking up/dropping off children","developmental","NULL","state40"
"picking-up-dropping-off-children","Picking up/dropping off children","developmental","117000","state21"
"picking-up-dropping-off-children","Picking up/dropping off children","developmental","26000","state25"
"picking-up-dropping-off-children","Picking up/dropping off children","developmental","7020","state26"
"picking-up-dropping-off-children","Picking up/dropping off children","developmental","25000","state48"
"picking-up-dropping-off-children","Picking up/dropping off children","developmental","24000","state12"
"picking-up-dropping-off-children","Picking up/dropping off children","developmental","14000","state27"
"picking-up-dropping-off-children","Picking up/dropping off children","developmental","28000","state31"
"picking-up-dropping-off-children","Picking up/dropping off children","developmental","25000","state53"
"picking-up-dropping-off-children","Picking up/dropping off children","developmental","5000","state55"
"picking-up-dropping-off-children","Picking up/dropping off children","developmental","16000","state39"
"picking-up-dropping-off-children","Picking up/dropping off children","developmental","30000","state42"
"picking-up-dropping-off-children","Picking up/dropping off children","developmental","26000","state37"
"picking-up-dropping-off-children","Picking up/dropping off children","developmental","13800","state18"
"picking-up-dropping-off-children","Picking up/dropping off children","developmental","25000","state09"
"picking-up-dropping-off-children","Picking up/dropping off children","developmental","16000","state08"
"picking-up-dropping-off-children","Picking up/dropping off children","developmental","27000","state45"
"picking-up-dropping-off-children","Picking up/dropping off children","developmental","35000","state38"
"picking-up-dropping-off-children","Picking up/dropping off children","developmental","10000","state20"
"picking-up-dropping-off-children","Picking up/dropping off children","developmental","25000","state24"
"picking-up-dropping-off-children","Picking up/dropping off children","developmental","32000","state51"
"picking-up-dropping-off-children","Picking up/dropping off children","developmental","12000","state05"
"picking-up-dropping-off-children","Picking up/dropping off children","developmental","12000","state41"
"picking-up-dropping-off-children","Picking up/dropping off children","developmental","18000","state33"
"picking-up-dropping-off-children","Picking up/dropping off children","developmental","NULL","state29"
"picking-up-dropping-off-children","Picking up/dropping off children","developmental","23700","state01"
"picking-up-dropping-off-children","Picking up/dropping off children","developmental","20000","state17"
"picking-up-dropping-off-children","Picking up/dropping off children","developmental","22000","state16"
"picking-up-dropping-off-children","Picking up/dropping off children","developmental","6000","state04"
"picking-up-dropping-off-children","Picking up/dropping off children","developmental","23145","state35"
"picking-up-dropping-off-children","Picking up/dropping off children","developmental","10800","state10"
"picking-up-dropping-off-children","Picking up/dropping off children","developmental","15000","state32"
"picking-up-dropping-off-children","Picking up/dropping off children","developmental","23000","state54"
"picking-up-dropping-off-children","Picking up/dropping off children","developmental","11000","state22"
"picking-up-dropping-off-children","Picking up/dropping off children","developmental","NULL","state11"
"picking-up-dropping-off-children","Picking up/dropping off children","developmental","18000","state34"
"picking-up-dropping-off-children","Picking up/dropping off children","developmental","19200","state49"
"picking-up-dropping-off-children","Picking up/dropping off children","developmental","20000","state28"
"picking-up-dropping-off-children","Picking up/dropping off children","developmental","17000","state23"
"picking-up-dropping-off-children","Picking up/dropping off children","developmental","78000","state44"
"picking-up-dropping-off-children","Picking up/dropping off children","developmental","15000","state15"
"picking-up-dropping-off-children","Picking up/dropping off children","developmental","20000","state30"
"picking-up-dropping-off-children","Picking up/dropping off children","developmental","12000","state50"
"picking-up-dropping-off-children","Picking up/dropping off children","developmental","15000","state46"
"picking-up-dropping-off-children","Picking up/dropping off children","developmental","50002","state02"
"playing-with-children","Playing with Children","developmental","12000","state50"
"playing-with-children","Playing with Children","developmental","19200","state49"
"playing-with-children","Playing with Children","developmental","26000","state36"
"playing-with-children","Playing with Children","developmental","28000","state31"
"playing-with-children","Playing with Children","developmental","25000","state47"
"playing-with-children","Playing with Children","developmental","20000","state17"
"playing-with-children","Playing with Children","developmental","18000","state34"
"playing-with-children","Playing with Children","developmental","26000","state25"
"playing-with-children","Playing with Children","developmental","13800","state18"
"playing-with-children","Playing with Children","developmental","23145","state35"
"playing-with-children","Playing with Children","developmental","20000","state28"
"playing-with-children","Playing with Children","developmental","25000","state09"
"playing-with-children","Playing with Children","developmental","35000","state38"
"playing-with-children","Playing with Children","developmental","NULL","state29"
"playing-with-children","Playing with Children","developmental","7020","state26"
"playing-with-children","Playing with Children","developmental","14000","state27"
"playing-with-children","Playing with Children","developmental","37200","state13"
"playing-with-children","Playing with Children","developmental","16000","state39"
"playing-with-children","Playing with Children","developmental","16000","state08"
"playing-with-children","Playing with Children","developmental","18000","state33"
"playing-with-children","Playing with Children","developmental","25000","state48"
"playing-with-children","Playing with Children","developmental","22000","state16"
"playing-with-children","Playing with Children","developmental","5000","state55"
"playing-with-children","Playing with Children","developmental","26000","state37"
"playing-with-children","Playing with Children","developmental","14000","state19"
"playing-with-children","Playing with Children","developmental","50002","state02"
"playing-with-children","Playing with Children","developmental","6000","state04"
"playing-with-children","Playing with Children","developmental","27000","state45"
"playing-with-children","Playing with Children","developmental","12000","state05"
"playing-with-children","Playing with Children","developmental","32000","state51"
"playing-with-children","Playing with Children","developmental","12000","state41"
"playing-with-children","Playing with Children","developmental","24000","state12"
"playing-with-children","Playing with Children","developmental","30000","state42"
"playing-with-children","Playing with Children","developmental","11000","state22"
"playing-with-children","Playing with Children","developmental","25000","state06"
"playing-with-children","Playing with Children","developmental","117000","state21"
"playing-with-children","Playing with Children","developmental","25000","state53"
"playing-with-children","Playing with Children","developmental","15000","state46"
"playing-with-children","Playing with Children","developmental","25000","state24"
"playing-with-children","Playing with Children","developmental","23700","state01"
"playing-with-children","Playing with Children","developmental","NULL","state40"
"playing-with-children","Playing with Children","developmental","23000","state54"
"playing-with-children","Playing with Children","developmental","15000","state32"
"playing-with-children","Playing with Children","developmental","78000","state44"
"playing-with-children","Playing with Children","developmental","15000","state15"
"playing-with-children","Playing with Children","developmental","17000","state23"
"playing-with-children","Playing with Children","developmental","10000","state20"
"playing-with-children","Playing with Children","developmental","20000","state30"
"playing-with-children","Playing with Children","developmental","10800","state10"
"playing-with-children","Playing with Children","developmental","NULL","state11"
"playing-with-children","Playing with Children","developmental","38000","state56"
"providing-medical-care-to-adults","Providing medical care to adults","health","32000","state36"
"providing-medical-care-to-adults","Providing medical care to adults","health","27000","state48"
"providing-medical-care-to-adults","Providing medical care to adults","health","33280","state45"
"providing-medical-care-to-adults","Providing medical care to adults","health","28000","state25"
"providing-medical-care-to-adults","Providing medical care to adults","health","32168","state42"
"providing-medical-care-to-adults","Providing medical care to adults","health","28000","state12"
"providing-medical-care-to-adults","Providing medical care to adults","health","42000","state09"
"providing-medical-care-to-adults","Providing medical care to adults","health","40000","state24"
"providing-medical-care-to-adults","Providing medical care to adults","health","35000","state29"
"providing-medical-care-to-adults","Providing medical care to adults","health","36000","state51"
"providing-medical-care-to-adults","Providing medical care to adults","health","30000","state26"
"providing-medical-care-to-adults","Providing medical care to adults","health","34863","state18"
"providing-medical-care-to-adults","Providing medical care to adults","health","26000","state13"
"providing-medical-care-to-adults","Providing medical care to adults","health","25000","state22"
"providing-medical-care-to-adults","Providing medical care to adults","health","38000","state06"
"providing-medical-care-to-adults","Providing medical care to adults","health","42000","state38"
"providing-medical-care-to-adults","Providing medical care to adults","health","29000","state16"
"providing-medical-care-to-adults","Providing medical care to adults","health","27000","state56"
"providing-medical-care-to-adults","Providing medical care to adults","health","38000","state21"
"providing-medical-care-to-adults","Providing medical care to adults","health","26917","state28"
"providing-medical-care-to-adults","Providing medical care to adults","health","30000","state19"
"providing-medical-care-to-adults","Providing medical care to adults","health","25000","state39"
"providing-medical-care-to-adults","Providing medical care to adults","health","35000","state34"
"providing-medical-care-to-adults","Providing medical care to adults","health","26000","state46"
"providing-medical-care-to-adults","Providing medical care to adults","health","40000","state55"
"providing-medical-care-to-adults","Providing medical care to adults","health","30000","state37"
"providing-medical-care-to-adults","Providing medical care to adults","health","34000","state17"
"providing-medical-care-to-adults","Providing medical care to adults","health","35000","state40"
"providing-medical-care-to-adults","Providing medical care to adults","health","50000","state47"
"providing-medical-care-to-adults","Providing medical care to adults","health","28000","state31"
"providing-medical-care-to-adults","Providing medical care to adults","health","38000","state15"
"providing-medical-care-to-adults","Providing medical care to adults","health","50000","state04"
"providing-medical-care-to-adults","Providing medical care to adults","health","30000","state27"
"providing-medical-care-to-adults","Providing medical care to adults","health","28000","state54"
"providing-medical-care-to-adults","Providing medical care to adults","health","23000","state53"
"providing-medical-care-to-adults","Providing medical care to adults","health","39000","state49"
"providing-medical-care-to-adults","Providing medical care to adults","health","22000","state23"
"providing-medical-care-to-adults","Providing medical care to adults","health","49800","state08"
"providing-medical-care-to-adults","Providing medical care to adults","health","30000","state01"
"providing-medical-care-to-adults","Providing medical care to adults","health","35000","state41"
"providing-medical-care-to-adults","Providing medical care to adults","health","36000","state10"
"providing-medical-care-to-adults","Providing medical care to adults","health","25000","state35"
"providing-medical-care-to-adults","Providing medical care to adults","health","36000","state20"
"providing-medical-care-to-adults","Providing medical care to adults","health","32000","state05"
"providing-medical-care-to-adults","Providing medical care to adults","health","50002","state32"
"providing-medical-care-to-adults","Providing medical care to adults","health","26020","state44"
"providing-medical-care-to-adults","Providing medical care to adults","health","30000","state11"
"providing-medical-care-to-adults","Providing medical care to adults","health","20000","state30"
"providing-medical-care-to-children","Providing medical care to children","health","30000","state19"
"providing-medical-care-to-children","Providing medical care to children","health","28000","state31"
"providing-medical-care-to-children","Providing medical care to children","health","34000","state17"
"providing-medical-care-to-children","Providing medical care to children","health","26917","state28"
"providing-medical-care-to-children","Providing medical care to children","health","25000","state39"
"providing-medical-care-to-children","Providing medical care to children","health","42000","state09"
"providing-medical-care-to-children","Providing medical care to children","health","42000","state38"
"providing-medical-care-to-children","Providing medical care to children","health","35000","state29"
"providing-medical-care-to-children","Providing medical care to children","health","32000","state36"
"providing-medical-care-to-children","Providing medical care to children","health","32168","state42"
"providing-medical-care-to-children","Providing medical care to children","health","28000","state54"
"providing-medical-care-to-children","Providing medical care to children","health","50000","state47"
"providing-medical-care-to-children","Providing medical care to children","health","28000","state12"
"providing-medical-care-to-children","Providing medical care to children","health","30000","state26"
"providing-medical-care-to-children","Providing medical care to children","health","26000","state13"
"providing-medical-care-to-children","Providing medical care to children","health","39000","state49"
"providing-medical-care-to-children","Providing medical care to children","health","38000","state06"
"providing-medical-care-to-children","Providing medical care to children","health","33280","state45"
"providing-medical-care-to-children","Providing medical care to children","health","34863","state18"
"providing-medical-care-to-children","Providing medical care to children","health","32000","state05"
"providing-medical-care-to-children","Providing medical care to children","health","50000","state04"
"providing-medical-care-to-children","Providing medical care to children","health","35000","state34"
"providing-medical-care-to-children","Providing medical care to children","health","27000","state48"
"providing-medical-care-to-children","Providing medical care to children","health","35000","state40"
"providing-medical-care-to-children","Providing medical care to children","health","30000","state27"
"providing-medical-care-to-children","Providing medical care to children","health","28000","state25"
"providing-medical-care-to-children","Providing medical care to children","health","36000","state51"
"providing-medical-care-to-children","Providing medical care to children","health","40000","state24"
"providing-medical-care-to-children","Providing medical care to children","health","22000","state23"
"providing-medical-care-to-children","Providing medical care to children","health","25000","state22"
"providing-medical-care-to-children","Providing medical care to children","health","29000","state16"
"providing-medical-care-to-children","Providing medical care to children","health","38000","state21"
"providing-medical-care-to-children","Providing medical care to children","health","30000","state01"
"providing-medical-care-to-children","Providing medical care to children","health","23000","state53"
"providing-medical-care-to-children","Providing medical care to children","health","35000","state41"
"providing-medical-care-to-children","Providing medical care to children","health","50002","state32"
"providing-medical-care-to-children","Providing medical care to children","health","56000","state02"
"providing-medical-care-to-children","Providing medical care to children","health","40000","state55"
"providing-medical-care-to-children","Providing medical care to children","health","35000","state50"
"providing-medical-care-to-children","Providing medical care to children","health","49800","state08"
"providing-medical-care-to-children","Providing medical care to children","health","30000","state37"
"providing-medical-care-to-children","Providing medical care to children","health","20000","state30"
"purchasing-food-not-groceries","Purchasing food (not groceries)","daily_living","50000","state25"
"purchasing-food-not-groceries","Purchasing food (not groceries)","daily_living","25000","state55"
"purchasing-food-not-groceries","Purchasing food (not groceries)","daily_living","30000","state34"
"purchasing-food-not-groceries","Purchasing food (not groceries)","daily_living","30000","state13"
"purchasing-food-not-groceries","Purchasing food (not groceries)","daily_living","32000","state24"
"purchasing-food-not-groceries","Purchasing food (not groceries)","daily_living","32000","state06"
"purchasing-food-not-groceries","Purchasing food (not groceries)","daily_living","30000","state27"
"purchasing-food-not-groceries","Purchasing food (not groceries)","daily_living","27002","state40"
"purchasing-food-not-groceries","Purchasing food (not groceries)","daily_living","30000","state38"
"purchasing-food-not-groceries","Purchasing food (not groceries)","daily_living","30000","state04"
"purchasing-food-not-groceries","Purchasing food (not groceries)","daily_living","32400","state21"
"purchasing-food-not-groceries","Purchasing food (not groceries)","daily_living","25600","state28"
"purchasing-food-not-groceries","Purchasing food (not groceries)","daily_living","28000","state09"
"purchasing-food-not-groceries","Purchasing food (not groceries)","daily_living","38780","state36"
"purchasing-food-not-groceries","Purchasing food (not groceries)","daily_living","33500","state29"
"purchasing-food-not-groceries","Purchasing food (not groceries)","daily_living","26000","state48"
"purchasing-food-not-groceries","Purchasing food (not groceries)","daily_living","38000","state32"
"purchasing-food-not-groceries","Purchasing food (not groceries)","daily_living","35000","state12"
"purchasing-food-not-groceries","Purchasing food (not groceries)","daily_living","32000","state53"
"purchasing-food-not-groceries","Purchasing food (not groceries)","daily_living","35000","state31"
"purchasing-food-not-groceries","Purchasing food (not groceries)","daily_living","37000","state51"
"purchasing-food-not-groceries","Purchasing food (not groceries)","daily_living","24000","state37"
"purchasing-food-not-groceries","Purchasing food (not groceries)","daily_living","41000","state46"
"purchasing-food-not-groceries","Purchasing food (not groceries)","daily_living","35000","state26"
"purchasing-food-not-groceries","Purchasing food (not groceries)","daily_living","27040","state01"
"purchasing-food-not-groceries","Purchasing food (not groceries)","daily_living","30000","state05"
"purchasing-food-not-groceries","Purchasing food (not groceries)","daily_living","30000","state18"
"purchasing-food-not-groceries","Purchasing food (not groceries)","daily_living","34000","state35"
"purchasing-food-not-groceries","Purchasing food (not groceries)","daily_living","30002","state08"
"purchasing-food-not-groceries","Purchasing food (not groceries)","daily_living","27000","state16"
"purchasing-food-not-groceries","Purchasing food (not groceries)","daily_living","26000","state45"
"purchasing-food-not-groceries","Purchasing food (not groceries)","daily_living","30000","state41"
"purchasing-food-not-groceries","Purchasing food (not groceries)","daily_living","41768","state19"
"purchasing-food-not-groceries","Purchasing food (not groceries)","daily_living","30000","state49"
"purchasing-food-not-groceries","Purchasing food (not groceries)","daily_living","30000","state42"
"purchasing-food-not-groceries","Purchasing food (not groceries)","daily_living","50000","state39"
"purchasing-food-not-groceries","Purchasing food (not groceries)","daily_living","36568","state47"
"purchasing-food-not-groceries","Purchasing food (not groceries)","daily_living","33000","state20"
"purchasing-food-not-groceries","Purchasing food (not groceries)","daily_living","30000","state54"
"purchasing-food-not-groceries","Purchasing food (not groceries)","daily_living","42000","state23"
"purchasing-food-not-groceries","Purchasing food (not groceries)","daily_living","31200","state17"
"purchasing-food-not-groceries","Purchasing food (not groceries)","daily_living","27000","state30"
"purchasing-food-not-groceries","Purchasing food (not groceries)","daily_living","27900","state22"
"purchasing-food-not-groceries","Purchasing food (not groceries)","daily_living","34800","state33"
"purchasing-food-not-groceries","Purchasing food (not groceries)","daily_living","30000","state10"
"purchasing-food-not-groceries","Purchasing food (not groceries)","daily_living","42000","state11"
"purchasing-food-not-groceries","Purchasing food (not groceries)","daily_living","33000","state56"
"purchasing-food-not-groceries","Purchasing food (not groceries)","daily_living","35000","state44"
"purchasing-food-not-groceries","Purchasing food (not groceries)","daily_living","35000","state15"
"purchasing-food-not-groceries","Purchasing food (not groceries)","daily_living","30000","state50"
"purchasing-food-not-groceries","Purchasing food (not groceries)","daily_living","32000","state02"
"purchasing-gas","Purchasing gas","daily_living","50000","state25"
"purchasing-gas","Purchasing gas","daily_living","41768","state19"
"purchasing-gas","Purchasing gas","daily_living","38780","state36"
"purchasing-gas","Purchasing gas","daily_living","32000","state24"
"purchasing-gas","Purchasing gas","daily_living","30000","state49"
"purchasing-gas","Purchasing gas","daily_living","30000","state04"
"purchasing-gas","Purchasing gas","daily_living","25600","state28"
"purchasing-gas","Purchasing gas","daily_living","33500","state29"
"purchasing-gas","Purchasing gas","daily_living","30000","state42"
"purchasing-gas","Purchasing gas","daily_living","30002","state08"
"purchasing-gas","Purchasing gas","daily_living","26000","state48"
"purchasing-gas","Purchasing gas","daily_living","30000","state27"
"purchasing-gas","Purchasing gas","daily_living","50000","state39"
"purchasing-gas","Purchasing gas","daily_living","27040","state01"
"purchasing-gas","Purchasing gas","daily_living","30000","state41"
"purchasing-gas","Purchasing gas","daily_living","30000","state18"
"purchasing-gas","Purchasing gas","daily_living","35000","state12"
"purchasing-gas","Purchasing gas","daily_living","35000","state26"
"purchasing-gas","Purchasing gas","daily_living","38000","state32"
"purchasing-gas","Purchasing gas","daily_living","30000","state05"
"purchasing-gas","Purchasing gas","daily_living","27000","state16"
"purchasing-gas","Purchasing gas","daily_living","24000","state37"
"purchasing-gas","Purchasing gas","daily_living","32000","state06"
"purchasing-gas","Purchasing gas","daily_living","30000","state54"
"purchasing-gas","Purchasing gas","daily_living","25000","state55"
"purchasing-gas","Purchasing gas","daily_living","33000","state20"
"purchasing-gas","Purchasing gas","daily_living","27002","state40"
"purchasing-gas","Purchasing gas","daily_living","30000","state10"
"purchasing-gas","Purchasing gas","daily_living","36568","state47"
"purchasing-gas","Purchasing gas","daily_living","30000","state38"
"purchasing-gas","Purchasing gas","daily_living","26000","state45"
"purchasing-gas","Purchasing gas","daily_living","30000","state13"
"purchasing-gas","Purchasing gas","daily_living","30000","state34"
"purchasing-gas","Purchasing gas","daily_living","32400","state21"
"purchasing-gas","Purchasing gas","daily_living","28000","state09"
"purchasing-gas","Purchasing gas","daily_living","31200","state17"
"purchasing-gas","Purchasing gas","daily_living","30000","state50"
"purchasing-gas","Purchasing gas","daily_living","37000","state51"
"purchasing-gas","Purchasing gas","daily_living","32000","state53"
"purchasing-gas","Purchasing gas","daily_living","27900","state22"
"purchasing-gas","Purchasing gas","daily_living","42000","state23"
"purchasing-gas","Purchasing gas","daily_living","27000","state30"
"purchasing-gas","Purchasing gas","daily_living","35000","state31"
"purchasing-gas","Purchasing gas","daily_living","35000","state15"
"purchasing-gas","Purchasing gas","daily_living","34800","state33"
"purchasing-gas","Purchasing gas","daily_living","41000","state46"
"purchasing-gas","Purchasing gas","daily_living","35000","state44"
"purchasing-gas","Purchasing gas","daily_living","42000","state11"
"purchasing-gas","Purchasing gas","daily_living","34000","state35"
"purchasing-gas","Purchasing gas","daily_living","33000","state56"
"purchasing-gas","Purchasing gas","daily_living","32000","state02"
"reading-to-children","Reading to Children","developmental","19200","state49"
"reading-to-children","Reading to Children","developmental","25000","state06"
"reading-to-children","Reading to Children","developmental","28000","state31"
"reading-to-children","Reading to Children","developmental","25000","state47"
"reading-to-children","Reading to Children","developmental","20000","state17"
"reading-to-children","Reading to Children","developmental","18000","state34"
"reading-to-children","Reading to Children","developmental","26000","state25"
"reading-to-children","Reading to Children","developmental","13800","state18"
"reading-to-children","Reading to Children","developmental","NULL","state40"
"reading-to-children","Reading to Children","developmental","25000","state09"
"reading-to-children","Reading to Children","developmental","NULL","state29"
"reading-to-children","Reading to Children","developmental","7020","state26"
"reading-to-children","Reading to Children","developmental","14000","state27"
"reading-to-children","Reading to Children","developmental","37200","state13"
"reading-to-children","Reading to Children","developmental","25000","state53"
"reading-to-children","Reading to Children","developmental","15000","state46"
"reading-to-children","Reading to Children","developmental","16000","state39"
"reading-to-children","Reading to Children","developmental","18000","state33"
"reading-to-children","Reading to Children","developmental","117000","state21"
"reading-to-children","Reading to Children","developmental","5000","state55"
"reading-to-children","Reading to Children","developmental","26000","state37"
"reading-to-children","Reading to Children","developmental","20000","state28"
"reading-to-children","Reading to Children","developmental","26000","state36"
"reading-to-children","Reading to Children","developmental","6000","state04"
"reading-to-children","Reading to Children","developmental","12000","state41"
"reading-to-children","Reading to Children","developmental","24000","state12"
"reading-to-children","Reading to Children","developmental","30000","state42"
"reading-to-children","Reading to Children","developmental","15000","state15"
"reading-to-children","Reading to Children","developmental","25000","state48"
"reading-to-children","Reading to Children","developmental","15000","state32"
"reading-to-children","Reading to Children","developmental","10000","state20"
"reading-to-children","Reading to Children","developmental","16000","state08"
"reading-to-children","Reading to Children","developmental","12000","state05"
