"year","prime_age","race_ethnicity","empstat","poverty","gender","provider_status","population"
2003,"Prime Age","Hispanic","Armed Forces","100-124 Percent of Poverty","male","without_children",2773.45
2003,"Prime Age","Hispanic","Armed Forces","125-149 Percent of Poverty","male","with_children",5340.96
2003,"Prime Age","Hispanic","Armed Forces","150+ Percent of Poverty","female","with_children",2650.41
2003,"Prime Age","Hispanic","Armed Forces","150+ Percent of Poverty","female","without_children",5098.98
2003,"Prime Age","Hispanic","Armed Forces","150+ Percent of Poverty","male","with_children",26168.94
2003,"Prime Age","Hispanic","Armed Forces","150+ Percent of Poverty","male","without_children",7049.44
2003,"Prime Age","Hispanic","Armed Forces","Below Poverty","male","with_children",9451.89
2003,"Prime Age","Hispanic","Employed","100-124 Percent of Poverty","female","other",16623.22
2003,"Prime Age","Hispanic","Employed","100-124 Percent of Poverty","female","with_children",220260.47
2003,"Prime Age","Hispanic","Employed","100-124 Percent of Poverty","female","without_children",46550.32
2003,"Prime Age","Hispanic","Employed","100-124 Percent of Poverty","male","other",10637.86
2003,"Prime Age","Hispanic","Employed","100-124 Percent of Poverty","male","with_children",300703.98
2003,"Prime Age","Hispanic","Employed","100-124 Percent of Poverty","male","without_children",126260.3
2003,"Prime Age","Hispanic","Employed","125-149 Percent of Poverty","female","other",8015.93
2003,"Prime Age","Hispanic","Employed","125-149 Percent of Poverty","female","with_children",249341.32
2003,"Prime Age","Hispanic","Employed","125-149 Percent of Poverty","female","without_children",73637.25
2003,"Prime Age","Hispanic","Employed","125-149 Percent of Poverty","male","other",7944.84
2003,"Prime Age","Hispanic","Employed","125-149 Percent of Poverty","male","with_children",369934.28
2003,"Prime Age","Hispanic","Employed","125-149 Percent of Poverty","male","without_children",195677.82
2003,"Prime Age","Hispanic","Employed","150+ Percent of Poverty","female","other",289774.16
2003,"Prime Age","Hispanic","Employed","150+ Percent of Poverty","female","with_children",2347133.82
2003,"Prime Age","Hispanic","Employed","150+ Percent of Poverty","female","without_children",1231911.86
2003,"Prime Age","Hispanic","Employed","150+ Percent of Poverty","male","other",234780.16
2003,"Prime Age","Hispanic","Employed","150+ Percent of Poverty","male","with_children",2745727.72
2003,"Prime Age","Hispanic","Employed","150+ Percent of Poverty","male","without_children",2644002.33
2003,"Prime Age","Hispanic","Employed","Below Poverty","female","other",26612.28
2003,"Prime Age","Hispanic","Employed","Below Poverty","female","with_children",436900.77
2003,"Prime Age","Hispanic","Employed","Below Poverty","female","without_children",89365
2003,"Prime Age","Hispanic","Employed","Below Poverty","male","other",11732.36
2003,"Prime Age","Hispanic","Employed","Below Poverty","male","with_children",575513.53
2003,"Prime Age","Hispanic","Employed","Below Poverty","male","without_children",252686.75
2003,"Prime Age","Hispanic","NILF","100-124 Percent of Poverty","female","other",22250.94
2003,"Prime Age","Hispanic","NILF","100-124 Percent of Poverty","female","with_children",218549.85
2003,"Prime Age","Hispanic","NILF","100-124 Percent of Poverty","female","without_children",34854.68
2003,"Prime Age","Hispanic","NILF","100-124 Percent of Poverty","male","other",7636.88
2003,"Prime Age","Hispanic","NILF","100-124 Percent of Poverty","male","with_children",24754.79
2003,"Prime Age","Hispanic","NILF","100-124 Percent of Poverty","male","without_children",40084.19
2003,"Prime Age","Hispanic","NILF","125-149 Percent of Poverty","female","other",14412.31
2003,"Prime Age","Hispanic","NILF","125-149 Percent of Poverty","female","with_children",214396.37
2003,"Prime Age","Hispanic","NILF","125-149 Percent of Poverty","female","without_children",25299.04
2003,"Prime Age","Hispanic","NILF","125-149 Percent of Poverty","male","other",3165.06
2003,"Prime Age","Hispanic","NILF","125-149 Percent of Poverty","male","with_children",17561.49
2003,"Prime Age","Hispanic","NILF","125-149 Percent of Poverty","male","without_children",37343.69
2003,"Prime Age","Hispanic","NILF","150+ Percent of Poverty","female","other",114524.74
2003,"Prime Age","Hispanic","NILF","150+ Percent of Poverty","female","with_children",845320.66
2003,"Prime Age","Hispanic","NILF","150+ Percent of Poverty","female","without_children",255926.94
2003,"Prime Age","Hispanic","NILF","150+ Percent of Poverty","male","other",13511.61
2003,"Prime Age","Hispanic","NILF","150+ Percent of Poverty","male","with_children",108611.72
2003,"Prime Age","Hispanic","NILF","150+ Percent of Poverty","male","without_children",216327.03
2003,"Prime Age","Hispanic","NILF","Below Poverty","female","other",31820.23
2003,"Prime Age","Hispanic","NILF","Below Poverty","female","with_children",763660.98
2003,"Prime Age","Hispanic","NILF","Below Poverty","female","without_children",183442.94
2003,"Prime Age","Hispanic","NILF","Below Poverty","male","other",13926.26
2003,"Prime Age","Hispanic","NILF","Below Poverty","male","with_children",106051.18
2003,"Prime Age","Hispanic","NILF","Below Poverty","male","without_children",169255.4
2003,"Prime Age","Hispanic","Unemployed","100-124 Percent of Poverty","female","other",881.26
2003,"Prime Age","Hispanic","Unemployed","100-124 Percent of Poverty","female","with_children",23929.87
2003,"Prime Age","Hispanic","Unemployed","100-124 Percent of Poverty","female","without_children",6247.44
2003,"Prime Age","Hispanic","Unemployed","100-124 Percent of Poverty","male","with_children",21385.81
2003,"Prime Age","Hispanic","Unemployed","100-124 Percent of Poverty","male","without_children",16309.57
2003,"Prime Age","Hispanic","Unemployed","125-149 Percent of Poverty","female","with_children",32595.18
2003,"Prime Age","Hispanic","Unemployed","125-149 Percent of Poverty","female","without_children",4461.77
2003,"Prime Age","Hispanic","Unemployed","125-149 Percent of Poverty","male","with_children",18692.37
2003,"Prime Age","Hispanic","Unemployed","125-149 Percent of Poverty","male","without_children",22537.41
2003,"Prime Age","Hispanic","Unemployed","150+ Percent of Poverty","female","other",21376.42
2003,"Prime Age","Hispanic","Unemployed","150+ Percent of Poverty","female","with_children",135290.26
2003,"Prime Age","Hispanic","Unemployed","150+ Percent of Poverty","female","without_children",48415.73
2003,"Prime Age","Hispanic","Unemployed","150+ Percent of Poverty","male","other",11665.57
2003,"Prime Age","Hispanic","Unemployed","150+ Percent of Poverty","male","with_children",124981.53
2003,"Prime Age","Hispanic","Unemployed","150+ Percent of Poverty","male","without_children",177945.92
2003,"Prime Age","Hispanic","Unemployed","Below Poverty","female","other",2462.68
2003,"Prime Age","Hispanic","Unemployed","Below Poverty","female","with_children",131999.47
2003,"Prime Age","Hispanic","Unemployed","Below Poverty","female","without_children",31599.43
2003,"Prime Age","Hispanic","Unemployed","Below Poverty","male","other",1802.88
2003,"Prime Age","Hispanic","Unemployed","Below Poverty","male","with_children",89743.55
2003,"Prime Age","Hispanic","Unemployed","Below Poverty","male","without_children",56879.59
2003,"Prime Age","Two or More Races","Armed Forces","125-149 Percent of Poverty","female","with_children",1204.55
2003,"Prime Age","Two or More Races","Armed Forces","150+ Percent of Poverty","male","with_children",7504.25
2003,"Prime Age","Two or More Races","Armed Forces","150+ Percent of Poverty","male","without_children",7068.55
2003,"Prime Age","Two or More Races","Employed","100-124 Percent of Poverty","female","other",932.43
2003,"Prime Age","Two or More Races","Employed","100-124 Percent of Poverty","female","with_children",8894.35
2003,"Prime Age","Two or More Races","Employed","100-124 Percent of Poverty","female","without_children",1016.75
2003,"Prime Age","Two or More Races","Employed","100-124 Percent of Poverty","male","other",1260.01
2003,"Prime Age","Two or More Races","Employed","100-124 Percent of Poverty","male","with_children",6000.22
2003,"Prime Age","Two or More Races","Employed","100-124 Percent of Poverty","male","without_children",8118.13
2003,"Prime Age","Two or More Races","Employed","125-149 Percent of Poverty","female","other",2062.79
2003,"Prime Age","Two or More Races","Employed","125-149 Percent of Poverty","female","with_children",6609.47
2003,"Prime Age","Two or More Races","Employed","125-149 Percent of Poverty","female","without_children",7506.72
2003,"Prime Age","Two or More Races","Employed","125-149 Percent of Poverty","male","with_children",6834.21
2003,"Prime Age","Two or More Races","Employed","125-149 Percent of Poverty","male","without_children",8616.3
2003,"Prime Age","Two or More Races","Employed","150+ Percent of Poverty","female","other",20264.94
2003,"Prime Age","Two or More Races","Employed","150+ Percent of Poverty","female","with_children",220197.3
2003,"Prime Age","Two or More Races","Employed","150+ Percent of Poverty","female","without_children",127057.51
2003,"Prime Age","Two or More Races","Employed","150+ Percent of Poverty","male","other",17043.25
2003,"Prime Age","Two or More Races","Employed","150+ Percent of Poverty","male","with_children",214161.97
2003,"Prime Age","Two or More Races","Employed","150+ Percent of Poverty","male","without_children",198925.33
2003,"Prime Age","Two or More Races","Employed","Below Poverty","female","other",1090.37
2003,"Prime Age","Two or More Races","Employed","Below Poverty","female","with_children",25681.12
2003,"Prime Age","Two or More Races","Employed","Below Poverty","female","without_children",11035.02
2003,"Prime Age","Two or More Races","Employed","Below Poverty","male","with_children",13820.73
2003,"Prime Age","Two or More Races","Employed","Below Poverty","male","without_children",11672.16
2003,"Prime Age","Two or More Races","NILF","100-124 Percent of Poverty","female","other",1260.01
2003,"Prime Age","Two or More Races","NILF","100-124 Percent of Poverty","female","with_children",5753.08
2003,"Prime Age","Two or More Races","NILF","100-124 Percent of Poverty","female","without_children",6639.91
2003,"Prime Age","Two or More Races","NILF","100-124 Percent of Poverty","male","without_children",4521.86
2003,"Prime Age","Two or More Races","NILF","125-149 Percent of Poverty","female","other",1999.73
2003,"Prime Age","Two or More Races","NILF","125-149 Percent of Poverty","female","with_children",6454.76
2003,"Prime Age","Two or More Races","NILF","125-149 Percent of Poverty","female","without_children",4033.92
2003,"Prime Age","Two or More Races","NILF","125-149 Percent of Poverty","male","with_children",2285.31
2003,"Prime Age","Two or More Races","NILF","125-149 Percent of Poverty","male","without_children",624.83
2003,"Prime Age","Two or More Races","NILF","150+ Percent of Poverty","female","other",7699.32
2003,"Prime Age","Two or More Races","NILF","150+ Percent of Poverty","female","with_children",73759.57
2003,"Prime Age","Two or More Races","NILF","150+ Percent of Poverty","female","without_children",38942.29
2003,"Prime Age","Two or More Races","NILF","150+ Percent of Poverty","male","other",1517.63
2003,"Prime Age","Two or More Races","NILF","150+ Percent of Poverty","male","with_children",8062.54
2003,"Prime Age","Two or More Races","NILF","150+ Percent of Poverty","male","without_children",24023.25
2003,"Prime Age","Two or More Races","NILF","Below Poverty","female","other",670.75
2003,"Prime Age","Two or More Races","NILF","Below Poverty","female","with_children",20193.34
2003,"Prime Age","Two or More Races","NILF","Below Poverty","female","without_children",17837.38
2003,"Prime Age","Two or More Races","NILF","Below Poverty","male","other",313.09
2003,"Prime Age","Two or More Races","NILF","Below Poverty","male","with_children",13847.23
2003,"Prime Age","Two or More Races","NILF","Below Poverty","male","without_children",20952.92
2003,"Prime Age","Two or More Races","Unemployed","100-124 Percent of Poverty","female","with_children",385.84
2003,"Prime Age","Two or More Races","Unemployed","100-124 Percent of Poverty","female","without_children",1097.78
2003,"Prime Age","Two or More Races","Unemployed","100-124 Percent of Poverty","male","without_children",211.62
2003,"Prime Age","Two or More Races","Unemployed","125-149 Percent of Poverty","female","with_children",5217.69
2003,"Prime Age","Two or More Races","Unemployed","125-149 Percent of Poverty","female","without_children",1328.76
2003,"Prime Age","Two or More Races","Unemployed","125-149 Percent of Poverty","male","with_children",4044.41
2003,"Prime Age","Two or More Races","Unemployed","125-149 Percent of Poverty","male","without_children",1368.25
2003,"Prime Age","Two or More Races","Unemployed","150+ Percent of Poverty","female","other",1186.21
2003,"Prime Age","Two or More Races","Unemployed","150+ Percent of Poverty","female","with_children",7615.61
2003,"Prime Age","Two or More Races","Unemployed","150+ Percent of Poverty","female","without_children",7622.1
2003,"Prime Age","Two or More Races","Unemployed","150+ Percent of Poverty","male","other",1335.02
2003,"Prime Age","Two or More Races","Unemployed","150+ Percent of Poverty","male","with_children",7451.43
2003,"Prime Age","Two or More Races","Unemployed","150+ Percent of Poverty","male","without_children",26064.82
2003,"Prime Age","Two or More Races","Unemployed","Below Poverty","female","with_children",6284.96
2003,"Prime Age","Two or More Races","Unemployed","Below Poverty","female","without_children",1039.92
2003,"Prime Age","Two or More Races","Unemployed","Below Poverty","male","with_children",3407.26
2003,"Prime Age","Two or More Races","Unemployed","Below Poverty","male","without_children",7437.64
2003,"Prime Age","White","Armed Forces","100-124 Percent of Poverty","male","with_children",12338.34
2003,"Prime Age","White","Armed Forces","125-149 Percent of Poverty","male","other",1673.02
2003,"Prime Age","White","Armed Forces","125-149 Percent of Poverty","male","with_children",15461.06
2003,"Prime Age","White","Armed Forces","150+ Percent of Poverty","female","with_children",13945.86
2003,"Prime Age","White","Armed Forces","150+ Percent of Poverty","female","without_children",20211.65
2003,"Prime Age","White","Armed Forces","150+ Percent of Poverty","male","other",12545.37
2003,"Prime Age","White","Armed Forces","150+ Percent of Poverty","male","with_children",243622.27
2003,"Prime Age","White","Armed Forces","150+ Percent of Poverty","male","without_children",109994.83
2003,"Prime Age","White","Armed Forces","Below Poverty","male","with_children",18455.17
2003,"Prime Age","White","Armed Forces","Below Poverty","male","without_children",166.37
2003,"Prime Age","White","Employed","100-124 Percent of Poverty","female","other",6459.34
2003,"Prime Age","White","Employed","100-124 Percent of Poverty","female","with_children",390931.11
2003,"Prime Age","White","Employed","100-124 Percent of Poverty","female","without_children",147094.83
2003,"Prime Age","White","Employed","100-124 Percent of Poverty","male","other",8526.49
2003,"Prime Age","White","Employed","100-124 Percent of Poverty","male","with_children",342628.8
2003,"Prime Age","White","Employed","100-124 Percent of Poverty","male","without_children",231053.19
2003,"Prime Age","White","Employed","125-149 Percent of Poverty","female","other",26195.86
2003,"Prime Age","White","Employed","125-149 Percent of Poverty","female","with_children",463806.7
2003,"Prime Age","White","Employed","125-149 Percent of Poverty","female","without_children",268754.15
2003,"Prime Age","White","Employed","125-149 Percent of Poverty","male","other",13230.95
2003,"Prime Age","White","Employed","125-149 Percent of Poverty","male","with_children",424359.97
2003,"Prime Age","White","Employed","125-149 Percent of Poverty","male","without_children",312782.86
2003,"Prime Age","White","Employed","150+ Percent of Poverty","female","other",2313705.65
2003,"Prime Age","White","Employed","150+ Percent of Poverty","female","with_children",14547217.33
2003,"Prime Age","White","Employed","150+ Percent of Poverty","female","without_children",12530457.06
2003,"Prime Age","White","Employed","150+ Percent of Poverty","male","other",1833146.79
2003,"Prime Age","White","Employed","150+ Percent of Poverty","male","with_children",16520760.63
2003,"Prime Age","White","Employed","150+ Percent of Poverty","male","without_children",15255661.89
2003,"Prime Age","White","Employed","Below Poverty","female","other",19469.97
2003,"Prime Age","White","Employed","Below Poverty","female","with_children",722028.7
2003,"Prime Age","White","Employed","Below Poverty","female","without_children",377444.01
2003,"Prime Age","White","Employed","Below Poverty","male","other",9501.15
2003,"Prime Age","White","Employed","Below Poverty","male","with_children",522960.46
2003,"Prime Age","White","Employed","Below Poverty","male","without_children",518374.67
2003,"Prime Age","White","NILF","100-124 Percent of Poverty","female","other",16887.36
2003,"Prime Age","White","NILF","100-124 Percent of Poverty","female","with_children",261280.17
2003,"Prime Age","White","NILF","100-124 Percent of Poverty","female","without_children",136519.41
2003,"Prime Age","White","NILF","100-124 Percent of Poverty","male","other",8806.87
2003,"Prime Age","White","NILF","100-124 Percent of Poverty","male","with_children",82007.2
2003,"Prime Age","White","NILF","100-124 Percent of Poverty","male","without_children",137187.46
2003,"Prime Age","White","NILF","125-149 Percent of Poverty","female","other",27180.61
2003,"Prime Age","White","NILF","125-149 Percent of Poverty","female","with_children",270139.36
2003,"Prime Age","White","NILF","125-149 Percent of Poverty","female","without_children",115781.17
2003,"Prime Age","White","NILF","125-149 Percent of Poverty","male","other",10870.81
2003,"Prime Age","White","NILF","125-149 Percent of Poverty","male","with_children",70348.47
2003,"Prime Age","White","NILF","125-149 Percent of Poverty","male","without_children",183243.07
2003,"Prime Age","White","NILF","150+ Percent of Poverty","female","other",487429.57
2003,"Prime Age","White","NILF","150+ Percent of Poverty","female","with_children",4329361.42
2003,"Prime Age","White","NILF","150+ Percent of Poverty","female","without_children",1862705.01
2003,"Prime Age","White","NILF","150+ Percent of Poverty","male","other",127239.84
2003,"Prime Age","White","NILF","150+ Percent of Poverty","male","with_children",485650.88
2003,"Prime Age","White","NILF","150+ Percent of Poverty","male","without_children",1435017.67
2003,"Prime Age","White","NILF","Below Poverty","female","other",71973.74
2003,"Prime Age","White","NILF","Below Poverty","female","with_children",809491.47
2003,"Prime Age","White","NILF","Below Poverty","female","without_children",802179.24
2003,"Prime Age","White","NILF","Below Poverty","male","other",16967.97
2003,"Prime Age","White","NILF","Below Poverty","male","with_children",227537.49
2003,"Prime Age","White","NILF","Below Poverty","male","without_children",712447.88
2003,"Prime Age","White","Unemployed","100-124 Percent of Poverty","female","other",2189.15
2003,"Prime Age","White","Unemployed","100-124 Percent of Poverty","female","with_children",29185.49
2003,"Prime Age","White","Unemployed","100-124 Percent of Poverty","female","without_children",22659.49
2003,"Prime Age","White","Unemployed","100-124 Percent of Poverty","male","other",467.65
2003,"Prime Age","White","Unemployed","100-124 Percent of Poverty","male","with_children",36289.52
2003,"Prime Age","White","Unemployed","100-124 Percent of Poverty","male","without_children",28342.42
2003,"Prime Age","White","Unemployed","125-149 Percent of Poverty","female","other",1052.45
2003,"Prime Age","White","Unemployed","125-149 Percent of Poverty","female","with_children",32908.96
2003,"Prime Age","White","Unemployed","125-149 Percent of Poverty","female","without_children",25177.7
2003,"Prime Age","White","Unemployed","125-149 Percent of Poverty","male","other",2863.13
2003,"Prime Age","White","Unemployed","125-149 Percent of Poverty","male","with_children",30916.72
2003,"Prime Age","White","Unemployed","125-149 Percent of Poverty","male","without_children",40852.61
2003,"Prime Age","White","Unemployed","150+ Percent of Poverty","female","other",53611.99
2003,"Prime Age","White","Unemployed","150+ Percent of Poverty","female","with_children",459819.17
2003,"Prime Age","White","Unemployed","150+ Percent of Poverty","female","without_children",421166.3
2003,"Prime Age","White","Unemployed","150+ Percent of Poverty","male","other",66887.39
2003,"Prime Age","White","Unemployed","150+ Percent of Poverty","male","with_children",531287.78
2003,"Prime Age","White","Unemployed","150+ Percent of Poverty","male","without_children",878678.13
2003,"Prime Age","White","Unemployed","Below Poverty","female","other",2914.8
2003,"Prime Age","White","Unemployed","Below Poverty","female","with_children",144093.79
2003,"Prime Age","White","Unemployed","Below Poverty","female","without_children",90957.88
2003,"Prime Age","White","Unemployed","Below Poverty","male","other",2425.88
2003,"Prime Age","White","Unemployed","Below Poverty","male","with_children",82673.51
2003,"Prime Age","White","Unemployed","Below Poverty","male","without_children",166206.66
2003,"Under Twenty-Five","American Indian","Armed Forces","125-149 Percent of Poverty","male","with_children",1515.88
2003,"Under Twenty-Five","American Indian","Armed Forces","150+ Percent of Poverty","female","without_children",1573.65
2003,"Under Twenty-Five","American Indian","Armed Forces","150+ Percent of Poverty","male","with_children",257.44
2003,"Under Twenty-Five","American Indian","Employed","100-124 Percent of Poverty","female","without_children",3365.04
2003,"Under Twenty-Five","American Indian","Employed","100-124 Percent of Poverty","male","without_children",3214.53
2003,"Under Twenty-Five","American Indian","Employed","125-149 Percent of Poverty","female","with_children",4802.4
2003,"Under Twenty-Five","American Indian","Employed","125-149 Percent of Poverty","female","without_children",1715.99
2003,"Under Twenty-Five","American Indian","Employed","125-149 Percent of Poverty","male","without_children",1720.5
2003,"Under Twenty-Five","American Indian","Employed","150+ Percent of Poverty","female","with_children",7333.63
2003,"Under Twenty-Five","American Indian","Employed","150+ Percent of Poverty","female","without_children",15218.85
2003,"Under Twenty-Five","American Indian","Employed","150+ Percent of Poverty","male","other",953.19
2003,"Under Twenty-Five","American Indian","Employed","150+ Percent of Poverty","male","with_children",2607.01
2003,"Under Twenty-Five","American Indian","Employed","150+ Percent of Poverty","male","without_children",22829.57
2003,"Under Twenty-Five","American Indian","Employed","Below Poverty","female","with_children",4833.25
2003,"Under Twenty-Five","American Indian","Employed","Below Poverty","female","without_children",10515.16
2003,"Under Twenty-Five","American Indian","Employed","Below Poverty","male","with_children",3006.73
2003,"Under Twenty-Five","American Indian","Employed","Below Poverty","male","without_children",2309.14
2003,"Under Twenty-Five","American Indian","NILF","100-124 Percent of Poverty","female","with_children",292.08
2003,"Under Twenty-Five","American Indian","NILF","100-124 Percent of Poverty","female","without_children",3379.59
2003,"Under Twenty-Five","American Indian","NILF","100-124 Percent of Poverty","male","without_children",4315.02
2003,"Under Twenty-Five","American Indian","NILF","125-149 Percent of Poverty","female","with_children",1515.88
2003,"Under Twenty-Five","American Indian","NILF","125-149 Percent of Poverty","female","without_children",1311.01
2003,"Under Twenty-Five","American Indian","NILF","125-149 Percent of Poverty","male","with_children",576.27
2003,"Under Twenty-Five","American Indian","NILF","125-149 Percent of Poverty","male","without_children",134.68
2003,"Under Twenty-Five","American Indian","NILF","150+ Percent of Poverty","female","with_children",5222.08
2003,"Under Twenty-Five","American Indian","NILF","150+ Percent of Poverty","female","without_children",16543.46
2003,"Under Twenty-Five","American Indian","NILF","150+ Percent of Poverty","male","without_children",25295.2
2003,"Under Twenty-Five","American Indian","NILF","Below Poverty","female","with_children",9063.65
2003,"Under Twenty-Five","American Indian","NILF","Below Poverty","female","without_children",3214.87
2003,"Under Twenty-Five","American Indian","NILF","Below Poverty","male","with_children",3651.95
2003,"Under Twenty-Five","American Indian","NILF","Below Poverty","male","without_children",5430.16
2003,"Under Twenty-Five","American Indian","Unemployed","100-124 Percent of Poverty","female","without_children",1485.86
2003,"Under Twenty-Five","American Indian","Unemployed","100-124 Percent of Poverty","male","without_children",463.35
2003,"Under Twenty-Five","American Indian","Unemployed","125-149 Percent of Poverty","female","without_children",1473.32
2003,"Under Twenty-Five","American Indian","Unemployed","125-149 Percent of Poverty","male","without_children",1523.65
2003,"Under Twenty-Five","American Indian","Unemployed","150+ Percent of Poverty","female","with_children",2859.09
2003,"Under Twenty-Five","American Indian","Unemployed","150+ Percent of Poverty","female","without_children",1540.02
2003,"Under Twenty-Five","American Indian","Unemployed","150+ Percent of Poverty","male","without_children",7430.74
2003,"Under Twenty-Five","American Indian","Unemployed","Below Poverty","female","with_children",1532.21
2003,"Under Twenty-Five","American Indian","Unemployed","Below Poverty","female","without_children",1743.86
2003,"Under Twenty-Five","American Indian","Unemployed","Below Poverty","male","with_children",188.5
2003,"Under Twenty-Five","American Indian","Unemployed","Below Poverty","male","without_children",3946.45
2003,"Under Twenty-Five","Asian/Pacific Island","Armed Forces","100-124 Percent of Poverty","male","with_children",742.72
2003,"Under Twenty-Five","Asian/Pacific Island","Armed Forces","150+ Percent of Poverty","male","with_children",211.95
2003,"Under Twenty-Five","Asian/Pacific Island","Armed Forces","150+ Percent of Poverty","male","without_children",4283.49
2003,"Under Twenty-Five","Asian/Pacific Island","Employed","100-124 Percent of Poverty","female","with_children",5028.28
2003,"Under Twenty-Five","Asian/Pacific Island","Employed","100-124 Percent of Poverty","female","without_children",6838.22
2003,"Under Twenty-Five","Asian/Pacific Island","Employed","100-124 Percent of Poverty","male","without_children",5224.17
2003,"Under Twenty-Five","Asian/Pacific Island","Employed","125-149 Percent of Poverty","female","with_children",6913.81
2003,"Under Twenty-Five","Asian/Pacific Island","Employed","125-149 Percent of Poverty","female","without_children",20949.22
2003,"Under Twenty-Five","Asian/Pacific Island","Employed","125-149 Percent of Poverty","male","without_children",6425.1
2003,"Under Twenty-Five","Asian/Pacific Island","Employed","150+ Percent of Poverty","female","with_children",17772.64
2003,"Under Twenty-Five","Asian/Pacific Island","Employed","150+ Percent of Poverty","female","without_children",195077.41
2003,"Under Twenty-Five","Asian/Pacific Island","Employed","150+ Percent of Poverty","male","with_children",14020.71
2003,"Under Twenty-Five","Asian/Pacific Island","Employed","150+ Percent of Poverty","male","without_children",237865.42
2003,"Under Twenty-Five","Asian/Pacific Island","Employed","Below Poverty","female","with_children",5366.13
2003,"Under Twenty-Five","Asian/Pacific Island","Employed","Below Poverty","female","without_children",26738.44
2003,"Under Twenty-Five","Asian/Pacific Island","Employed","Below Poverty","male","with_children",4660.37
2003,"Under Twenty-Five","Asian/Pacific Island","Employed","Below Poverty","male","without_children",49001.23
2003,"Under Twenty-Five","Asian/Pacific Island","NILF","100-124 Percent of Poverty","female","without_children",7444.67
2003,"Under Twenty-Five","Asian/Pacific Island","NILF","100-124 Percent of Poverty","male","without_children",5875.38
2003,"Under Twenty-Five","Asian/Pacific Island","NILF","125-149 Percent of Poverty","female","with_children",3940.38
2003,"Under Twenty-Five","Asian/Pacific Island","NILF","125-149 Percent of Poverty","female","without_children",11369.42
2003,"Under Twenty-Five","Asian/Pacific Island","NILF","125-149 Percent of Poverty","male","without_children",22476.83
2003,"Under Twenty-Five","Asian/Pacific Island","NILF","150+ Percent of Poverty","female","with_children",11666.45
2003,"Under Twenty-Five","Asian/Pacific Island","NILF","150+ Percent of Poverty","female","without_children",213690.33
2003,"Under Twenty-Five","Asian/Pacific Island","NILF","150+ Percent of Poverty","male","without_children",163995.84
2003,"Under Twenty-Five","Asian/Pacific Island","NILF","Below Poverty","female","with_children",5186.37
2003,"Under Twenty-Five","Asian/Pacific Island","NILF","Below Poverty","female","without_children",60700.12
2003,"Under Twenty-Five","Asian/Pacific Island","NILF","Below Poverty","male","without_children",45041.06
2003,"Under Twenty-Five","Asian/Pacific Island","Unemployed","125-149 Percent of Poverty","male","without_children",2311.1
2003,"Under Twenty-Five","Asian/Pacific Island","Unemployed","150+ Percent of Poverty","female","with_children",4141.95
2003,"Under Twenty-Five","Asian/Pacific Island","Unemployed","150+ Percent of Poverty","female","without_children",12602.24
2003,"Under Twenty-Five","Asian/Pacific Island","Unemployed","150+ Percent of Poverty","male","without_children",35279.12
2003,"Under Twenty-Five","Asian/Pacific Island","Unemployed","Below Poverty","female","without_children",7081.23
2003,"Under Twenty-Five","Asian/Pacific Island","Unemployed","Below Poverty","male","with_children",1660.79
2003,"Under Twenty-Five","Asian/Pacific Island","Unemployed","Below Poverty","male","without_children",2511.38
2003,"Under Twenty-Five","Black","Armed Forces","100-124 Percent of Poverty","male","with_children",359.55
2003,"Under Twenty-Five","Black","Armed Forces","100-124 Percent of Poverty","male","without_children",1170.08
2003,"Under Twenty-Five","Black","Armed Forces","125-149 Percent of Poverty","male","with_children",2045.27
2003,"Under Twenty-Five","Black","Armed Forces","150+ Percent of Poverty","female","without_children",1493.86
2003,"Under Twenty-Five","Black","Armed Forces","150+ Percent of Poverty","male","with_children",3761.12
2003,"Under Twenty-Five","Black","Armed Forces","150+ Percent of Poverty","male","without_children",2806.73
2003,"Under Twenty-Five","Black","Employed","100-124 Percent of Poverty","female","with_children",29022.93
2003,"Under Twenty-Five","Black","Employed","100-124 Percent of Poverty","female","without_children",23409.89
2003,"Under Twenty-Five","Black","Employed","100-124 Percent of Poverty","male","with_children",7809.41
2003,"Under Twenty-Five","Black","Employed","100-124 Percent of Poverty","male","without_children",19229.75
2003,"Under Twenty-Five","Black","Employed","125-149 Percent of Poverty","female","other",1935.28
2003,"Under Twenty-Five","Black","Employed","125-149 Percent of Poverty","female","with_children",24460.45
2003,"Under Twenty-Five","Black","Employed","125-149 Percent of Poverty","female","without_children",47444.15
2003,"Under Twenty-Five","Black","Employed","125-149 Percent of Poverty","male","with_children",11461.96
2003,"Under Twenty-Five","Black","Employed","125-149 Percent of Poverty","male","without_children",30649.6
2003,"Under Twenty-Five","Black","Employed","150+ Percent of Poverty","female","other",3234.96
2003,"Under Twenty-Five","Black","Employed","150+ Percent of Poverty","female","with_children",150711.73
2003,"Under Twenty-Five","Black","Employed","150+ Percent of Poverty","female","without_children",459394.81
2003,"Under Twenty-Five","Black","Employed","150+ Percent of Poverty","male","other",1935.28
2003,"Under Twenty-Five","Black","Employed","150+ Percent of Poverty","male","with_children",50848.9
2003,"Under Twenty-Five","Black","Employed","150+ Percent of Poverty","male","without_children",588545.59
2003,"Under Twenty-Five","Black","Employed","Below Poverty","female","with_children",115518.08
2003,"Under Twenty-Five","Black","Employed","Below Poverty","female","without_children",93880.46
2003,"Under Twenty-Five","Black","Employed","Below Poverty","male","with_children",23700.77
2003,"Under Twenty-Five","Black","Employed","Below Poverty","male","without_children",109668.82
