"name","geo","median_wage","population","provision_interval","Type"
"Home schooling of children","state53","79000",26697.8599819742,5706609.48785824,"Unpaid"
"Home schooling of children","state21","55000",6510.7896850274,1953236.90550822,"Unpaid"
"Home schooling of children","state48","58500",61786.7560146888,6373626.20793354,"Unpaid"
"Home schooling of children","state44","87000",11906.6339987803,1289555.63935096,"Unpaid"
"Home schooling of children","state26","57000",12113.1803579249,3266085.43226842,"Unpaid"
"Home schooling of children","state34","75000",25264.9328768241,2270211.58796242,"Unpaid"
"Home schooling of children","state12","45000",56858.9557987058,21497892.1266075,"Unpaid"
"Home schooling of children","state27","51000",17356.5567916937,5017606.28340593,"Unpaid"
"Home schooling of children","state47","55000",3338.39031201808,150227.564040814,"Unpaid"
"Home schooling of children","state56","55140",4800.29041040219,144008.712312066,"Unpaid"
"Home schooling of children","state42","65000",5518.33754982192,248325.189741986,"Unpaid"
"Home schooling of children","state55","56000",35434.210293857,6529705.52455683,"Unpaid"
"Home schooling of children","state51","50000",31482.1813817315,3848377.40984145,"Unpaid"
"Home schooling of children","state01","60000",9040.1691387463,1534933.54599001,"Unpaid"
"Home schooling of children","state18","53000",2344.01707889699,1551739.30622981,"Unpaid"
"Home schooling of children","state24","72000",41474.7058552564,3050578.85220931,"Unpaid"
"Home schooling of children","state25","67000",12026.3438542329,1430042.86032003,"Unpaid"
"Home schooling of children","state30","48000",5359.16585129753,482324.926616778,"Unpaid"
"Home schooling of children","state20","53400",9833.43377654411,393337.351061764,"Unpaid"
"Home schooling of children","state40","45000",10725.1742307627,3328016.41185527,"Unpaid"
"Home schooling of children","state45","52000",3617.92273449479,976839.138313595,"Unpaid"
"Home schooling of children","state49","62943",6431.00556307781,385860.333784668,"Unpaid"
"Home schooling of children","state16","52900",15738.487043623,2510827.83227387,"Unpaid"
"Home schooling of children","state32","55000",5825.90120777315,262165.554349792,"Unpaid"
"Home schooling of children","state35","56000",6687.85773504986,802542.928205983,"Unpaid"
"Home schooling of children","state02","65000",6778.07383402466,305013.32253111,"Unpaid"
"Home schooling of children","state15","60000",17228.7708613145,1964050.99969299,"Unpaid"
"Household Financial and Organizational Management","state36","47000",2891630.61002428,179443701.749653,"Unpaid"
"Household Financial and Organizational Management","state25","50000",1372103.60148209,73196792.7294262,"Unpaid"
"Household Financial and Organizational Management","state48","40000",4967359.66585902,237253977.99211,"Unpaid"
"Household Financial and Organizational Management","state55","43000",1323336.80938862,63538974.365251,"Unpaid"
"Household Financial and Organizational Management","state01","36000",692268.000614433,30129575.4702615,"Unpaid"
"Household Financial and Organizational Management","state09","43000",736300.861413462,42384588.9593039,"Unpaid"
"Household Financial and Organizational Management","state21","45000",874542.68896614,38063570.8272975,"Unpaid"
"Household Financial and Organizational Management","state51","40000",1990019.84717082,104175967.5214,"Unpaid"
"Household Financial and Organizational Management","state13","41000",1933065.16075433,104394465.822844,"Unpaid"
"Household Financial and Organizational Management","state53","49920",1806824.86424156,85892245.7768787,"Unpaid"
"Household Financial and Organizational Management","state12","40000",3125509.99877867,178627709.119938,"Unpaid"
"Household Financial and Organizational Management","state39","38600",2508024.41393756,139244872.023917,"Unpaid"
"Household Financial and Organizational Management","state19","38000",804826.702263409,37199895.8701243,"Unpaid"
"Household Financial and Organizational Management","state06","45000",5984655.17957276,312297046.79442,"Unpaid"
"Household Financial and Organizational Management","state26","42000",1916894.76392485,79113492.225014,"Unpaid"
"Household Financial and Organizational Management","state56","41000",130706.974660536,8311981.41980912,"Unpaid"
"Household Financial and Organizational Management","state17","44000",2749489.89061291,115817046.622825,"Unpaid"
"Household Financial and Organizational Management","state38","40000",207293.10399858,16422139.1769748,"Unpaid"
"Household Financial and Organizational Management","state28","32000",428832.977847691,17792582.3002337,"Unpaid"
"Household Financial and Organizational Management","state29","38482",1062545.19202735,45198057.6009694,"Unpaid"
"Household Financial and Organizational Management","state54","40000",533219.184071006,30441223.7426038,"Unpaid"
"Household Financial and Organizational Management","state34","45000",1576080.40189201,86371702.8077094,"Unpaid"
"Household Financial and Organizational Management","state24","47000",1292959.0177709,81967635.1900463,"Unpaid"
"Household Financial and Organizational Management","state35","40000",414353.243200796,19525512.2057813,"Unpaid"
"Household Financial and Organizational Management","state18","39000",1246897.92910696,78177492.6880039,"Unpaid"
"Household Financial and Organizational Management","state49","44600",604738.889533667,29368483.0417297,"Unpaid"
"Household Financial and Organizational Management","state23","30000",303720.719454684,15582453.8010708,"Unpaid"
"Household Financial and Organizational Management","state27","48180",1335745.08965828,67632681.3196958,"Unpaid"
"Household Financial and Organizational Management","state08","49800",1279577.94615977,79554587.4748618,"Unpaid"
"Household Financial and Organizational Management","state04","42000",1292933.77337859,75393665.222971,"Unpaid"
"Household Financial and Organizational Management","state37","40000",1860452.16259022,77122349.9515613,"Unpaid"
"Household Financial and Organizational Management","state31","35000",359189.519371978,21618809.8930763,"Unpaid"
"Household Financial and Organizational Management","state47","37500",1212080.92903278,67815288.3160395,"Unpaid"
"Household Financial and Organizational Management","state45","40000",990022.731728973,43548417.0149337,"Unpaid"
"Household Financial and Organizational Management","state20","45000",693291.868909957,32976241.6883636,"Unpaid"
"Household Financial and Organizational Management","state33","45760",273087.495563449,16384094.5917028,"Unpaid"
"Household Financial and Organizational Management","state42","44000",2720676.17842109,118958071.258668,"Unpaid"
"Household Financial and Organizational Management","state44","42000",176638.418108835,8790755.73461251,"Unpaid"
"Household Financial and Organizational Management","state40","36000",663217.559350555,34044829.3936685,"Unpaid"
"Household Financial and Organizational Management","state46","50000",121978.0391891,5518468.65935578,"Unpaid"
"Household Financial and Organizational Management","state02","45000",105434.519837275,5665461.15623033,"Unpaid"
"Household Financial and Organizational Management","state32","45000",488650.286849978,25818082.0310134,"Unpaid"
"Household Financial and Organizational Management","state41","45000",1051980.49941514,56586364.8851976,"Unpaid"
"Household Financial and Organizational Management","state05","41000",478834.444558803,24254235.9773848,"Unpaid"
"Household Financial and Organizational Management","state22","34000",624926.306144599,31526048.9812422,"Unpaid"
"Household Financial and Organizational Management","state11","53000",176914.972935877,6957013.8369452,"Unpaid"
"Household Financial and Organizational Management","state30","40000",234068.849601932,14554704.1293179,"Unpaid"
"Household Financial and Organizational Management","state16","40000",324482.460288155,17107875.1227521,"Unpaid"
"Household Financial and Organizational Management","state10","38000",200009.678751033,10001457.823487,"Unpaid"
"Household Financial and Organizational Management","state15","37000",167856.883063342,14348617.4143099,"Unpaid"
"Household Financial and Organizational Management","state50","45000",133970.556270978,10006472.5780336,"Unpaid"
"Hygiene","state48","29468",18246497.1355338,971536817.374829,"Unpaid"
"Hygiene","state36","25000",11020626.9315203,582999327.569697,"Unpaid"
"Hygiene","state50","42000",432945.639830468,20399929.3000965,"Unpaid"
"Hygiene","state25","29000",4440206.54938233,221293036.953152,"Unpaid"
"Hygiene","state55","27000",3888761.4993039,180943561.997793,"Unpaid"
"Hygiene","state18","41000",4200937.96007901,202082290.214533,"Unpaid"
"Hygiene","state51","32000",6074019.1327743,306176559.255957,"Unpaid"
"Hygiene","state01","30000",2750189.20589468,151850596.993213,"Unpaid"
"Hygiene","state49","20600",2195066.32698236,118838361.843769,"Unpaid"
"Hygiene","state09","40000",2119622.6071542,106481696.764605,"Unpaid"
"Hygiene","state26","30000",5981932.26826763,299934853.406467,"Unpaid"
"Hygiene","state06","24600",19818842.5357404,1032502749.40041,"Unpaid"
"Hygiene","state21","32000",2823052.62928748,145796301.114641,"Unpaid"
"Hygiene","state34","27000",5668761.65579852,299942609.54812,"Unpaid"
"Hygiene","state27","30000",4107875.86414753,198976044.175717,"Unpaid"
"Hygiene","state19","15000",2378676.05360559,116748452.608742,"Unpaid"
"Hygiene","state13","35000",6936105.97327275,376188449.957134,"Unpaid"
"Hygiene","state04","26000",4019571.2941331,216039133.429819,"Unpaid"
"Hygiene","state53","60000",5333805.14698388,262316173.251568,"Unpaid"
"Hygiene","state41","24000",3126118.40787132,145850439.880553,"Unpaid"
"Hygiene","state31","50000",1229541.36731677,56200271.3234988,"Unpaid"
"Hygiene","state12","30000",11396117.8999769,614742982.396349,"Unpaid"
"Hygiene","state45","25000",3273540.14342922,163728989.921796,"Unpaid"
"Hygiene","state39","46000",7775746.20617652,378862817.323748,"Unpaid"
"Hygiene","state47","25000",4326227.78691046,222973693.602595,"Unpaid"
"Hygiene","state24","40000",4140858.15853305,219222582.468409,"Unpaid"
"Hygiene","state29","28000",3929133.0626964,178933966.548005,"Unpaid"
"Hygiene","state17","25000",8464482.66071811,449164968.530874,"Unpaid"
"Hygiene","state56","25000",426249.298590591,22663988.7817687,"Unpaid"
"Hygiene","state40","22000",2354922.55256857,110965836.928926,"Unpaid"
"Hygiene","state05","17000",1757600.79228358,100869593.380624,"Unpaid"
"Hygiene","state20","23700",1999713.26574263,99253032.3850408,"Unpaid"
"Hygiene","state28","25000",1680495.28247651,94089065.10667,"Unpaid"
"Hygiene","state33","40000",813564.280629308,35969915.7797798,"Unpaid"
"Hygiene","state42","25000",8076355.27686326,389832183.230615,"Unpaid"
"Hygiene","state22","40000",2605908.71149599,142522467.009763,"Unpaid"
"Hygiene","state37","31200",5916402.10487662,291957719.257509,"Unpaid"
"Hygiene","state54","38000",1142931.25133463,55166727.7545285,"Unpaid"
"Hygiene","state35","45000",1307576.85056787,71483441.9757669,"Unpaid"
"Hygiene","state38","45000",498470.384759896,26346437.2621186,"Unpaid"
"Hygiene","state32","45000",1507147.20612942,85599616.2921191,"Unpaid"
"Hygiene","state23","NULL",724504.328101001,29729600.8200617,"Unpaid"
"Hygiene","state08","6700",3568296.0121357,172180596.33452,"Unpaid"
"Hygiene","state46","50000",445452.332350745,19456681.2649973,"Unpaid"
"Hygiene","state16","30000",1063385.88490504,49101124.9684699,"Unpaid"
"Hygiene","state10","29224",579452.068621427,28899199.241859,"Unpaid"
"Hygiene","state44","24219",611514.586556024,32962224.1128689,"Unpaid"
"Hygiene","state02","3700",239045.684013726,10905656.4310105,"Unpaid"
"Hygiene","state30","38000",655999.413932041,31096207.6266763,"Unpaid"
"Hygiene","state11","35000",660594.364785688,27531409.05698,"Unpaid"
"Hygiene","state15","68000",504122.685244197,27379107.7773477,"Unpaid"
"Kitchen and food clean-up","state36","30000",3579816.12827069,124180377.137962,"Unpaid"
"Kitchen and food clean-up","state48","25000",4578547.62289678,157065576.39459,"Unpaid"
"Kitchen and food clean-up","state09","23400",657210.912316766,24403170.4112518,"Unpaid"
"Kitchen and food clean-up","state26","25000",1845897.77608448,63644574.0919772,"Unpaid"
"Kitchen and food clean-up","state21","20000",827108.339580237,35170498.9787355,"Unpaid"
"Kitchen and food clean-up","state51","30000",1653182.57226369,62088861.7550588,"Unpaid"
"Kitchen and food clean-up","state13","30000",1937828.67107764,68985033.5687536,"Unpaid"
"Kitchen and food clean-up","state08","29000",1037865.25343664,37852284.5437258,"Unpaid"
"Kitchen and food clean-up","state31","30000",425075.472420458,16576630.3524891,"Unpaid"
"Kitchen and food clean-up","state39","25000",2394655.62230094,85995071.9028539,"Unpaid"
"Kitchen and food clean-up","state47","31320",1208725.63891974,43363096.0440581,"Unpaid"
"Kitchen and food clean-up","state19","20000",729187.49921013,22938509.9910269,"Unpaid"
"Kitchen and food clean-up","state54","24000",446962.11563446,12591481.632667,"Unpaid"
"Kitchen and food clean-up","state17","30000",2283880.58677673,80258422.9263547,"Unpaid"
"Kitchen and food clean-up","state56","24000",191630.671148481,8273962.56459198,"Unpaid"
"Kitchen and food clean-up","state34","26000",1740475.34060589,58675497.6761445,"Unpaid"
"Kitchen and food clean-up","state55","25000",1477213.77926432,55784749.7029592,"Unpaid"
"Kitchen and food clean-up","state06","30000",6422422.46402875,248990715.824354,"Unpaid"
"Kitchen and food clean-up","state24","30000",1089290.01465753,33521407.1951886,"Unpaid"
"Kitchen and food clean-up","state12","31200",3209681.14350696,107057028.35672,"Unpaid"
"Kitchen and food clean-up","state37","24000",1777505.61706721,61021138.5412508,"Unpaid"
"Kitchen and food clean-up","state20","17000",632987.965806669,18931119.2236606,"Unpaid"
"Kitchen and food clean-up","state18","30000",1422575.58155871,54174158.9904068,"Unpaid"
"Kitchen and food clean-up","state28","15000",442766.401259965,20249802.4535814,"Unpaid"
"Kitchen and food clean-up","state49","22880",673486.436964413,23438701.5672613,"Unpaid"
"Kitchen and food clean-up","state35","25000",341992.848060605,12597629.032183,"Unpaid"
"Kitchen and food clean-up","state42","30000",2731209.41777166,93216052.1028671,"Unpaid"
"Kitchen and food clean-up","state53","28000",1636339.74804875,51300095.3949599,"Unpaid"
"Kitchen and food clean-up","state27","25000",1299593.90943132,45630056.3933155,"Unpaid"
"Kitchen and food clean-up","state29","25000",1197911.58422081,42568408.4798908,"Unpaid"
"Kitchen and food clean-up","state45","25000",1029153.94310964,30645856.1680666,"Unpaid"
"Kitchen and food clean-up","state22","20000",669222.133024513,21618953.3479681,"Unpaid"
"Kitchen and food clean-up","state40","23000",564631.23676852,21131140.1728056,"Unpaid"
"Kitchen and food clean-up","state01","26000",684774.31233294,21805451.2969903,"Unpaid"
"Kitchen and food clean-up","state32","28500",397860.504658914,12420984.049657,"Unpaid"
"Kitchen and food clean-up","state25","25000",1737875.6874104,49929824.8049328,"Unpaid"
"Kitchen and food clean-up","state44","39000",122746.062228279,3781016.27513158,"Unpaid"
"Kitchen and food clean-up","state16","13500",380662.12649694,13545976.9294989,"Unpaid"
"Kitchen and food clean-up","state02","30000",107194.748216716,4393951.76912396,"Unpaid"
"Kitchen and food clean-up","state04","27000",1241982.25088639,44058792.681619,"Unpaid"
"Kitchen and food clean-up","state41","30000",1030440.08463584,37023537.741756,"Unpaid"
"Kitchen and food clean-up","state05","33000",550893.827102942,16057584.0617338,"Unpaid"
"Kitchen and food clean-up","state50","27800",143228.464702239,5448676.5364687,"Unpaid"
"Kitchen and food clean-up","state10","26000",230920.260772325,7603276.72695698,"Unpaid"
"Kitchen and food clean-up","state30","25000",195518.253090922,6200384.35505168,"Unpaid"
"Kitchen and food clean-up","state23","28000",390464.516363022,12038222.5444791,"Unpaid"
"Kitchen and food clean-up","state33","25000",277361.344496625,8153209.03298704,"Unpaid"
"Kitchen and food clean-up","state15","37500",175929.933621401,6526710.08847714,"Unpaid"
"Kitchen and food clean-up","state11","29000",196990.504246968,6573481.44459699,"Unpaid"
"Kitchen and food clean-up","state38","14000",141759.312539528,5630687.56880919,"Unpaid"
"Kitchen and food clean-up","state46","35000",201074.651998823,6550347.73020258,"Unpaid"
"Laundry","state55","40000",940914.214170659,58540222.5036171,"Unpaid"
"Laundry","state01","40000",658490.331332975,42711518.6313108,"Unpaid"
"Laundry","state09","42000",353202.994446116,20486265.9943523,"Unpaid"
"Laundry","state50","17000",98104.380784903,4980096.69197073,"Unpaid"
"Laundry","state21","27000",676028.879274087,48658937.8244591,"Unpaid"
"Laundry","state48","18000",3577638.55836918,263459639.369537,"Unpaid"
"Laundry","state51","22000",1142540.76943008,70643043.9275712,"Unpaid"
"Laundry","state45","49000",728253.716950942,43167985.5120623,"Unpaid"
"Laundry","state08","8000",636579.9078291,37784540.0994496,"Unpaid"
"Laundry","state31","33000",314120.663940648,21752965.2518871,"Unpaid"
"Laundry","state19","25000",468687.853377133,33774926.1713848,"Unpaid"
"Laundry","state24","30000",873510.288870876,57700594.1414353,"Unpaid"
"Laundry","state47","15000",897267.122929255,57232719.8377898,"Unpaid"
"Laundry","state06","29000",3561653.57379318,254908821.879072,"Unpaid"
"Laundry","state54","45000",370940.221780676,29179533.3559829,"Unpaid"
"Laundry","state17","25000",1607277.62710971,106187912.097903,"Unpaid"
"Laundry","state56","27000",81121.4695538663,4926448.96052793,"Unpaid"
"Laundry","state04","26000",918494.477880253,63563212.4077897,"Unpaid"
"Laundry","state37","22000",1155342.75063151,73374561.7761071,"Unpaid"
"Laundry","state13","23000",1358436.04724838,95097401.9039969,"Unpaid"
"Laundry","state29","30000",860905.093439388,53147631.9373879,"Unpaid"
"Laundry","state20","35000",497652.530213552,31095498.5903771,"Unpaid"
"Laundry","state22","29000",536539.444830397,37809913.0365723,"Unpaid"
"Laundry","state28","32002",423111.189921332,28544969.6083008,"Unpaid"
"Laundry","state26","30000",1418657.78984316,80791646.3169616,"Unpaid"
"Laundry","state25","37000",901022.538057024,55823709.0913718,"Unpaid"
"Laundry","state42","25000",1875742.61696003,140552642.242617,"Unpaid"
"Laundry","state34","40000",1225785.94784536,82294985.8824237,"Unpaid"
"Laundry","state53","35000",1072152.45445785,57668228.7464506,"Unpaid"
"Laundry","state27","33500",818858.756828735,56455958.3972419,"Unpaid"
"Laundry","state18","26000",1155387.86341312,72558151.6580596,"Unpaid"
"Laundry","state40","38928",426536.988288398,28384393.3934603,"Unpaid"
"Laundry","state39","35000",1856245.15649455,126841805.140653,"Unpaid"
"Laundry","state36","27000",2119761.99080328,149042807.501397,"Unpaid"
"Laundry","state49","29000",380571.584827658,28930796.2316437,"Unpaid"
"Laundry","state12","30000",2163172.62657775,141410405.675469,"Unpaid"
"Laundry","state38","27500",65454.6585800049,2456971.44940285,"Unpaid"
"Laundry","state41","25000",578485.048817494,30477495.2321595,"Unpaid"
"Laundry","state30","24000",102477.039587899,6272093.88603121,"Unpaid"
"Laundry","state23","6804",202932.677761781,18668940.843865,"Unpaid"
"Laundry","state05","29000",456564.475029361,34559353.75308,"Unpaid"
"Laundry","state33","40000",187164.361172311,10601036.2446934,"Unpaid"
"Laundry","state32","29000",307102.878935784,23500652.9440721,"Unpaid"
"Laundry","state16","25000",206086.498278272,16609471.2282537,"Unpaid"
"Laundry","state35","22000",224315.332715664,16215251.6760392,"Unpaid"
"Laundry","state44","24180",94396.8836026307,5172653.19917576,"Unpaid"
"Laundry","state15","40000",169328.845103545,11778764.939349,"Unpaid"
"Laundry","state02","40000",54615.5953473901,3524028.17555342,"Unpaid"
"Laundry","state11","12000",62900.9753603123,3721537.9216324,"Unpaid"
"Laundry","state46","40000",100432.503549929,6647606.71743644,"Unpaid"
"Laundry","state10","37000",116839.329091788,8114680.37314966,"Unpaid"
"Lawn and Garden","state55","25000",46113.8349834077,5173517.29630714,"Unpaid"
"Lawn and Garden","state48","26000",182510.650333679,15597570.1118831,"Unpaid"
"Lawn and Garden","state36","38780",125827.55090147,31077410.4062068,"Unpaid"
"Lawn and Garden","state12","35000",150703.549693034,16145506.5541834,"Unpaid"
"Lawn and Garden","state06","32000",139608.673041306,9609088.96673913,"Unpaid"
"Lawn and Garden","state39","50000",89267.949464206,10044389.2267227,"Unpaid"
"Lawn and Garden","state01","27040",42827.5005938115,4795339.16237084,"Unpaid"
"Lawn and Garden","state47","36568",58574.4630822,7284374.88502754,"Unpaid"
"Lawn and Garden","state27","30000",47511.1951600844,5948100.5449331,"Unpaid"
"Lawn and Garden","state42","30000",79381.7211212904,5900956.69769087,"Unpaid"
"Lawn and Garden","state20","33000",38587.6126279321,3896688.611829,"Unpaid"
"Lawn and Garden","state37","24000",78451.1019401529,6925304.42895768,"Unpaid"
"Lawn and Garden","state35","34000",15037.0459263277,3772888.22615974,"Unpaid"
"Lawn and Garden","state49","30000",12554.9735872186,612912.421903151,"Unpaid"
"Lawn and Garden","state21","32400",41854.3424410192,6181271.69503686,"Unpaid"
"Lawn and Garden","state53","32000",100802.85075222,11297349.578863,"Unpaid"
"Lawn and Garden","state13","30000",74017.0474432011,5774441.73468483,"Unpaid"
"Lawn and Garden","state45","26000",23992.3751803896,3690045.52261887,"Unpaid"
"Lawn and Garden","state08","30002",27317.1937874373,1841361.99600328,"Unpaid"
"Lawn and Garden","state04","30000",65890.2414018077,5949160.21837391,"Unpaid"
"Lawn and Garden","state26","35000",64579.6236339403,7455163.88958338,"Unpaid"
"Lawn and Garden","state18","30000",43786.5416151233,4596157.65705094,"Unpaid"
"Lawn and Garden","state40","27002",54473.4109282575,3939760.53222621,"Unpaid"
"Lawn and Garden","state19","41768",63922.8698163671,5074776.4958089,"Unpaid"
"Lawn and Garden","state32","38000",20020.5496727858,3108762.60319458,"Unpaid"
"Lawn and Garden","state41","30000",29173.8281592614,5793792.93320844,"Unpaid"
"Lawn and Garden","state34","30000",31801.803730451,3991692.97663274,"Unpaid"
"Lawn and Garden","state25","50000",33145.377732349,3391762.57370587,"Unpaid"
"Lawn and Garden","state50","30000",5517.59573999233,75717.4974057973,"Unpaid"
"Lawn and Garden","state17","31200",72927.0242589047,7588802.06715417,"Unpaid"
"Lawn and Garden","state22","27900",43567.3929681205,6893327.58272246,"Unpaid"
"Lawn and Garden","state54","30000",47132.9797073233,3100735.49271277,"Unpaid"
"Lawn and Garden","state31","35000",27129.2593801501,5329624.02938488,"Unpaid"
"Lawn and Garden","state46","41000",11955.8790841441,1622061.4613881,"Unpaid"
"Lawn and Garden","state05","30000",14839.9316773381,1470445.40601852,"Unpaid"
"Lawn and Garden","state28","25600",28306.2218889863,7530844.9055515,"Unpaid"
"Lawn and Garden","state33","34800",20448.3429610959,1918496.86473205,"Unpaid"
"Lawn and Garden","state24","32000",27473.103894863,3627723.13520408,"Unpaid"
"Lawn and Garden","state09","28000",22419.7320619222,3186974.75820107,"Unpaid"
"Lawn and Garden","state30","27000",29502.0415296389,2964855.98102433,"Unpaid"
"Lawn and Garden","state16","27000",17958.9205567786,1942829.07550315,"Unpaid"
"Lawn and Garden","state51","37000",40052.67774532,4340482.26757129,"Unpaid"
"Lawn and Garden","state29","33500",30148.1131277288,4079774.19451344,"Unpaid"
"Lawn and Garden","state38","30000",15876.5924467863,3121937.86823831,"Unpaid"
"Lawn and Garden","state44","35000",9111.36256201973,1180562.76958235,"Unpaid"
"Lawn and Garden","state23","42000",13987.4105997819,734857.155254751,"Unpaid"
"Lawn and Garden","state56","33000",6550.45402160329,851559.022808427,"Unpaid"
"Looking after adults (as a primary activity)","state48","27000",61020.6504227567,2088541.11428379,"Unpaid"
"Looking after adults (as a primary activity)","state21","38000",21777.1882274641,1223878.11609559,"Unpaid"
"Looking after adults (as a primary activity)","state37","30000",14376.3968231868,1462804.98666521,"Unpaid"
"Looking after adults (as a primary activity)","state54","28000",28301.359949726,1559594.43751217,"Unpaid"
"Looking after adults (as a primary activity)","state16","29000",2762.03626946466,41430.5440419699,"Unpaid"
"Looking after adults (as a primary activity)","state01","30000",9436.8736360811,501424.04832469,"Unpaid"
"Looking after adults (as a primary activity)","state45","33280",15296.592221114,857215.973481178,"Unpaid"
"Looking after adults (as a primary activity)","state05","32000",4466.61269238247,66999.190385737,"Unpaid"
"Looking after adults (as a primary activity)","state42","32168",36773.8453094685,938679.97214349,"Unpaid"
"Looking after adults (as a primary activity)","state27","30000",19218.3886377666,9490362.61529642,"Unpaid"
"Looking after adults (as a primary activity)","state34","35000",12460.5508855879,1185868.51770852,"Unpaid"
"Looking after adults (as a primary activity)","state51","36000",6935.59499745644,253033.351919819,"Unpaid"
"Looking after adults (as a primary activity)","state06","38000",24291.8065952877,673494.451708931,"Unpaid"
"Looking after adults (as a primary activity)","state36","32000",62015.6554627644,1772304.38541364,"Unpaid"
"Looking after adults (as a primary activity)","state12","28000",18098.44543092,642104.474768756,"Unpaid"
"Looking after adults (as a primary activity)","state47","50000",18606.3585608778,619141.962811573,"Unpaid"
"Looking after adults (as a primary activity)","state55","40000",1378.56280714795,13785.6280714795,"Unpaid"
"Looking after adults (as a primary activity)","state13","26000",17298.9219244773,334072.297889967,"Unpaid"
"Looking after adults (as a primary activity)","state18","34863",11889.1446326608,197020.173833019,"Unpaid"
"Looking after adults (as a primary activity)","state41","35000",10145.035821154,296051.79155651,"Unpaid"
"Looking after adults (as a primary activity)","state39","25000",9794.35730564164,389847.029394964,"Unpaid"
"Looking after adults (as a primary activity)","state22","25000",32531.5066770038,1378838.21481457,"Unpaid"
"Looking after adults (as a primary activity)","state19","30000",2112.94078125644,676141.05000206,"Unpaid"
"Looking after adults (as a primary activity)","state44","26020",2816.05694908877,202756.100334391,"Unpaid"
"Looking after adults (as a primary activity)","state49","39000",29584.2673150504,576191.951549203,"Unpaid"
"Looking after adults (as a primary activity)","state26","30000",12093.5822107655,906943.965425375,"Unpaid"
"Looking after adults (as a primary activity)","state09","42000",25572.5235268756,561672.583064088,"Unpaid"
"Looking after adults (as a primary activity)","state15","38000",8668.82790179726,86688.2790179726,"Unpaid"
"Looking after adults (as a primary activity)","state53","23000",27211.1058797079,747275.99494246,"Unpaid"
"Looking after adults (as a primary activity)","state23","22000",2450.1889318137,306273.616476712,"Unpaid"
"Looking after adults (as a primary activity)","state28","26917",22432.212415874,546425.233274972,"Unpaid"
"Looking after adults (as a primary activity)","state17","34000",21412.5648995852,883931.244607597,"Unpaid"
"Looking after adults (as a primary activity)","state35","25000",21754.2585439825,217542.585439825,"Unpaid"
"Looking after adults (as a primary activity)","state29","35000",10810.2673110537,308064.481147836,"Unpaid"
"Looking after adults (as a primary activity)","state30","20000",2341.23524178849,11706.1762089425,"Unpaid"
"Looking after adults (as a primary activity)","state25","28000",10379.133972994,6322107.95793908,"Unpaid"
"Looking after children","state36","26000",259279.778710435,22640485.5833828,"Unpaid"
"Looking after children","state08","16000",99395.9421898784,5615137.19792612,"Unpaid"
"Looking after children","state06","25000",470176.057615452,29391640.7935444,"Unpaid"
"Looking after children","state05","12000",46962.86808928,2214212.67229887,"Unpaid"
"Looking after children","state40","NULL",77012.0606514866,6029686.80857993,"Unpaid"
"Looking after children","state47","25000",107091.578884624,13533348.7753691,"Unpaid"
"Looking after children","state28","20000",48589.2058282499,4708602.62129734,"Unpaid"
"Looking after children","state35","23145",36983.240712806,3751722.71317525,"Unpaid"
"Looking after children","state21","117000",118159.974454091,18234490.8524239,"Unpaid"
"Looking after children","state25","26000",167078.115350508,16888268.0952251,"Unpaid"
"Looking after children","state53","25000",121658.683054781,7484859.76838141,"Unpaid"
"Looking after children","state51","32000",133258.392468747,7239127.64068799,"Unpaid"
"Looking after children","state48","25000",642386.892715871,58131078.7610266,"Unpaid"
"Looking after children","state37","26000",112943.989238449,8933742.60607453,"Unpaid"
"Looking after children","state22","11000",61693.2833876559,6630510.18714824,"Unpaid"
"Looking after children","state26","7020",193903.845725322,30615639.4090821,"Unpaid"
"Looking after children","state20","10000",85070.2621013989,13855249.8741898,"Unpaid"
"Looking after children","state34","18000",165220.548464247,28771413.8968052,"Unpaid"
"Looking after children","state17","20000",292501.840943673,46076582.4417114,"Unpaid"
"Looking after children","state12","24000",318412.452044879,16524360.2275114,"Unpaid"
"Looking after children","state39","16000",211188.056856762,17553862.9394004,"Unpaid"
"Looking after children","state04","6000",123328.033831788,9471996.53214003,"Unpaid"
"Looking after children","state32","15000",15841.2374468159,2538649.06640366,"Unpaid"
"Looking after children","state16","22000",46903.4028019737,5623406.39187341,"Unpaid"
"Looking after children","state55","5000",151650.236854487,14540758.3346891,"Unpaid"
"Looking after children","state18","13800",101322.986948274,12440600.0590901,"Unpaid"
"Looking after children","state09","25000",30410.2216341967,1853626.6902624,"Unpaid"
"Looking after children","state19","14000",86659.8846205129,7611674.72947908,"Unpaid"
"Looking after children","state42","30000",179508.725564564,20068435.7754597,"Unpaid"
"Looking after children","state24","25000",96496.4643180899,7950382.23689047,"Unpaid"
"Looking after children","state49","19200",31616.5999844548,1802681.16418774,"Unpaid"
"Looking after children","state45","27000",60666.7258069321,8876418.02669494,"Unpaid"
"Looking after children","state13","37200",215026.231931512,37709095.687439,"Unpaid"
"Looking after children","state50","12000",9459.30198855671,648381.843150628,"Unpaid"
"Looking after children","state29","NULL",128869.936475393,9610144.47996891,"Unpaid"
"Looking after children","state27","14000",117811.982396648,9107883.74944774,"Unpaid"
"Looking after children","state01","23700",43575.4170011945,4770000.6247374,"Unpaid"
"Looking after children","state44","78000",25775.7912094345,3694624.76930357,"Unpaid"
"Looking after children","state31","28000",41561.6112436082,14342835.3630098,"Unpaid"
